PaymentID,StudentID,SemesterID,TotalPayable,AmountPaid,OutstandingAmount,PaymentStatus,PaymentDate,PaymentMethod,Payment Risk Level
P005277,STU0880,S08,68000,68000,0,Paid,2025-06-10,Bank,No Risk
P005278,STU0881,S08,68000,0,68000,Unpaid,,Bank,High Risk
P005279,STU0881,S09,75000,75000,0,Paid,2025-10-18,Cash,No Risk
P005280,STU0881,S07,75000,0,75000,Unpaid,,Cash,High Risk
P005281,STU0881,S01,60000,60000,0,Paid,2023-02-28,Card,No Risk
P005282,STU0881,S11,45000,0,45000,Unpaid,,Card,High Risk
P005283,STU0882,S11,68000,0,68000,Unpaid,,Card,High Risk
P005284,STU0882,S06,75000,75000,0,Paid,2024-10-10,Cash,No Risk
P005285,STU0882,S10,45000,45000,0,Paid,2026-02-22,Card,No Risk
P005286,STU0882,S08,52000,0,52000,Unpaid,,Cash,High Risk
P005287,STU0882,S02,45000,45000,0,Paid,2023-05-17,Cash,No Risk
P005288,STU0882,S09,45000,0,45000,Unpaid,,Mobile Banking,High Risk
P005289,STU0883,S11,45000,33750,11250,Partial,2026-06-11,Mobile Banking,Moderate Risk
P005290,STU0883,S04,75000,75000,0,Paid,2024-02-03,Mobile Banking,No Risk
P005291,STU0883,S03,68000,68000,0,Paid,2023-09-11,Bank,No Risk
P005292,STU0883,S01,52000,39000,13000,Partial,2023-01-07,Mobile Banking,Moderate Risk
P005293,STU0883,S08,45000,22500,22500,Partial,2025-06-22,Card,High Risk
P005294,STU0883,S02,60000,45000,15000,Partial,2023-06-28,Mobile Banking,Moderate Risk
P005295,STU0883,S09,45000,33750,11250,Partial,2025-10-14,Cash,Moderate Risk
P005296,STU0883,S07,52000,39000,13000,Partial,2025-01-05,Cash,Moderate Risk
P005297,STU0884,S08,68000,68000,0,Paid,2025-06-04,Card,No Risk
P005298,STU0884,S04,75000,56250,18750,Partial,2024-01-16,Mobile Banking,Moderate Risk
P005299,STU0884,S06,52000,0,52000,Unpaid,,Bank,High Risk
P005300,STU0884,S07,45000,22500,22500,Partial,2025-03-02,Card,High Risk
P005301,STU0885,S05,60000,45000,15000,Partial,2024-05-17,Cash,Moderate Risk
P005302,STU0885,S11,52000,0,52000,Unpaid,,Mobile Banking,High Risk
P005303,STU0885,S07,52000,26000,26000,Partial,2025-02-20,Cash,High Risk
P005304,STU0885,S08,52000,26000,26000,Partial,2025-05-24,Mobile Banking,High Risk
P005305,STU0885,S01,60000,45000,15000,Partial,2023-02-05,Cash,Moderate Risk
P005306,STU0885,S10,45000,45000,0,Paid,2026-02-08,Mobile Banking,No Risk
P005307,STU0886,S06,52000,52000,0,Paid,2024-10-02,Card,No Risk
P005308,STU0886,S11,75000,37500,37500,Partial,2026-06-03,Bank,High Risk
P005309,STU0886,S08,52000,39000,13000,Partial,2025-06-27,Mobile Banking,Moderate Risk
P005310,STU0886,S04,68000,68000,0,Paid,2024-02-09,Card,No Risk
P005311,STU0886,S10,60000,60000,0,Paid,2026-02-14,Card,No Risk
P005312,STU0886,S03,75000,0,75000,Unpaid,,Mobile Banking,High Risk
P005313,STU0887,S05,52000,26000,26000,Partial,2024-06-13,Cash,High Risk
P005314,STU0887,S06,75000,37500,37500,Partial,2024-09-13,Mobile Banking,High Risk
P005315,STU0887,S03,68000,68000,0,Paid,2023-09-08,Cash,No Risk
P005316,STU0887,S07,60000,60000,0,Paid,2025-02-01,Mobile Banking,No Risk
P005317,STU0887,S01,52000,52000,0,Paid,2023-02-10,Card,No Risk
P005318,STU0887,S02,68000,34000,34000,Partial,2023-06-08,Cash,High Risk
P005319,STU0887,S11,60000,60000,0,Paid,2026-05-26,Card,No Risk
P005320,STU0888,S08,75000,75000,0,Paid,2025-05-13,Mobile Banking,No Risk
P005321,STU0888,S06,60000,0,60000,Unpaid,,Card,High Risk
P005322,STU0888,S02,52000,26000,26000,Partial,2023-06-15,Mobile Banking,High Risk
P005323,STU0888,S07,68000,68000,0,Paid,2025-02-26,Card,No Risk
P005324,STU0889,S03,52000,52000,0,Paid,2023-10-29,Mobile Banking,No Risk
P005325,STU0889,S06,52000,52000,0,Paid,2024-09-23,Card,No Risk
P005326,STU0889,S05,68000,0,68000,Unpaid,,Card,High Risk
P005327,STU0889,S10,45000,22500,22500,Partial,2026-02-04,Mobile Banking,High Risk
P005328,STU0889,S01,75000,75000,0,Paid,2023-02-02,Cash,No Risk
P005329,STU0890,S09,52000,52000,0,Paid,2025-10-07,Bank,No Risk
P005330,STU0890,S02,68000,68000,0,Paid,2023-06-04,Cash,No Risk
P005331,STU0890,S06,60000,60000,0,Paid,2024-09-05,Cash,No Risk
P005332,STU0890,S03,60000,45000,15000,Partial,2023-09-10,Card,Moderate Risk
P005333,STU0890,S11,75000,0,75000,Unpaid,,Bank,High Risk
P005334,STU0890,S10,45000,0,45000,Unpaid,,Card,High Risk
P005335,STU0890,S08,60000,30000,30000,Partial,2025-05-18,Bank,High Risk
P005336,STU0890,S04,75000,56250,18750,Partial,2024-02-16,Card,Moderate Risk
P005337,STU0891,S06,45000,22500,22500,Partial,2024-10-20,Cash,High Risk
P005338,STU0891,S07,75000,0,75000,Unpaid,,Mobile Banking,High Risk
P005339,STU0891,S01,45000,33750,11250,Partial,2023-02-26,Mobile Banking,Moderate Risk
P005340,STU0891,S03,75000,75000,0,Paid,2023-09-22,Bank,No Risk
P005341,STU0891,S10,60000,30000,30000,Partial,2026-01-09,Cash,High Risk
P005342,STU0891,S05,52000,39000,13000,Partial,2024-05-05,Bank,Moderate Risk
P005343,STU0892,S10,68000,68000,0,Paid,2026-01-01,Bank,No Risk
P005344,STU0892,S06,52000,52000,0,Paid,2024-10-20,Card,No Risk
P005345,STU0892,S05,45000,22500,22500,Partial,2024-05-24,Mobile Banking,High Risk
P005346,STU0892,S08,45000,33750,11250,Partial,2025-06-22,Mobile Banking,Moderate Risk
P005347,STU0893,S02,45000,22500,22500,Partial,2023-05-28,Bank,High Risk
P005348,STU0893,S08,60000,30000,30000,Partial,2025-06-02,Mobile Banking,High Risk
P005349,STU0893,S10,45000,33750,11250,Partial,2026-01-14,Mobile Banking,Moderate Risk
P005350,STU0893,S11,68000,0,68000,Unpaid,,Card,High Risk
P005351,STU0893,S01,68000,0,68000,Unpaid,,Cash,High Risk
P005352,STU0893,S03,60000,0,60000,Unpaid,,Bank,High Risk
P005353,STU0893,S09,68000,0,68000,Unpaid,,Card,High Risk
P005354,STU0893,S04,75000,75000,0,Paid,2024-01-13,Bank,No Risk
P005355,STU0894,S06,45000,0,45000,Unpaid,,Cash,High Risk
P005356,STU0894,S08,52000,26000,26000,Partial,2025-06-01,Cash,High Risk
P005357,STU0894,S11,75000,75000,0,Paid,2026-05-20,Card,No Risk
P005358,STU0894,S04,52000,52000,0,Paid,2024-02-28,Bank,No Risk
P005359,STU0894,S07,52000,26000,26000,Partial,2025-01-05,Mobile Banking,High Risk
P005360,STU0895,S02,75000,0,75000,Unpaid,,Mobile Banking,High Risk
P005361,STU0895,S09,45000,45000,0,Paid,2025-09-09,Bank,No Risk
P005362,STU0895,S07,60000,30000,30000,Partial,2025-01-16,Bank,High Risk
P005363,STU0895,S05,68000,34000,34000,Partial,2024-06-13,Mobile Banking,High Risk
P005364,STU0895,S08,68000,34000,34000,Partial,2025-05-14,Cash,High Risk
P005365,STU0895,S04,75000,75000,0,Paid,2024-02-20,Cash,No Risk
P005366,STU0895,S06,60000,45000,15000,Partial,2024-10-31,Mobile Banking,Moderate Risk
P005367,STU0895,S10,52000,52000,0,Paid,2026-02-26,Card,No Risk
P005368,STU0896,S09,45000,22500,22500,Partial,2025-10-25,Bank,High Risk
P005369,STU0896,S11,52000,0,52000,Unpaid,,Mobile Banking,High Risk
P005370,STU0896,S06,75000,37500,37500,Partial,2024-09-17,Mobile Banking,High Risk
P005371,STU0896,S10,45000,22500,22500,Partial,2026-02-21,Bank,High Risk
P005372,STU0896,S01,60000,45000,15000,Partial,2023-02-09,Cash,Moderate Risk
P005373,STU0896,S03,45000,22500,22500,Partial,2023-10-14,Bank,High Risk
P005374,STU0896,S05,45000,33750,11250,Partial,2024-05-05,Bank,Moderate Risk
P005375,STU0896,S04,52000,52000,0,Paid,2024-01-12,Cash,No Risk
P005376,STU0897,S08,45000,45000,0,Paid,2025-06-29,Mobile Banking,No Risk
P005377,STU0897,S03,52000,52000,0,Paid,2023-10-09,Card,No Risk
P005378,STU0897,S01,52000,26000,26000,Partial,2023-02-17,Cash,High Risk
P005379,STU0897,S10,45000,22500,22500,Partial,2026-02-19,Card,High Risk
P005380,STU0897,S04,45000,22500,22500,Partial,2024-02-15,Bank,High Risk
P005381,STU0897,S11,52000,0,52000,Unpaid,,Bank,High Risk
P005382,STU0897,S09,75000,37500,37500,Partial,2025-09-24,Cash,High Risk
P005383,STU0898,S02,52000,52000,0,Paid,2023-06-17,Card,No Risk
P005384,STU0898,S04,52000,26000,26000,Partial,2024-01-30,Cash,High Risk
P005385,STU0898,S07,75000,56250,18750,Partial,2025-01-05,Mobile Banking,Moderate Risk
P005386,STU0898,S08,45000,45000,0,Paid,2025-05-09,Mobile Banking,No Risk
P005387,STU0898,S03,75000,0,75000,Unpaid,,Bank,High Risk
P005388,STU0898,S05,52000,0,52000,Unpaid,,Mobile Banking,High Risk
P005389,STU0898,S11,68000,51000,17000,Partial,2026-06-25,Cash,Moderate Risk
P005390,STU0899,S03,52000,39000,13000,Partial,2023-10-27,Mobile Banking,Moderate Risk
P005391,STU0899,S02,75000,75000,0,Paid,2023-05-21,Cash,No Risk
P005392,STU0899,S05,68000,68000,0,Paid,2024-05-07,Cash,No Risk
P005393,STU0899,S01,45000,22500,22500,Partial,2023-02-09,Bank,High Risk
P005394,STU0899,S04,52000,52000,0,Paid,2024-02-03,Mobile Banking,No Risk
P005395,STU0899,S11,60000,45000,15000,Partial,2026-06-11,Card,Moderate Risk
P005396,STU0899,S07,68000,0,68000,Unpaid,,Bank,High Risk
P005397,STU0900,S11,52000,0,52000,Unpaid,,Bank,High Risk
P005398,STU0900,S06,52000,26000,26000,Partial,2024-09-25,Mobile Banking,High Risk
P005399,STU0900,S03,45000,22500,22500,Partial,2023-09-04,Cash,High Risk
P005400,STU0900,S04,68000,0,68000,Unpaid,,Cash,High Risk
P005401,STU0900,S07,68000,0,68000,Unpaid,,Cash,High Risk
P005402,STU0900,S09,45000,33750,11250,Partial,2025-09-06,Cash,Moderate Risk
P005403,STU0900,S08,68000,68000,0,Paid,2025-05-24,Bank,No Risk
P005404,STU0900,S02,60000,60000,0,Paid,2023-06-28,Bank,No Risk
P005405,STU0901,S08,45000,45000,0,Paid,2025-06-27,Mobile Banking,No Risk
P005406,STU0901,S04,45000,45000,0,Paid,2024-02-04,Mobile Banking,No Risk
P005407,STU0901,S03,45000,45000,0,Paid,2023-10-30,Bank,No Risk
P005408,STU0901,S11,75000,56250,18750,Partial,2026-05-28,Mobile Banking,Moderate Risk
P005409,STU0901,S05,52000,52000,0,Paid,2024-06-06,Card,No Risk
P005410,STU0901,S07,68000,34000,34000,Partial,2025-01-28,Mobile Banking,High Risk
P005411,STU0902,S03,75000,56250,18750,Partial,2023-10-16,Cash,Moderate Risk
P005412,STU0902,S01,52000,26000,26000,Partial,2023-02-04,Cash,High Risk
P005413,STU0902,S07,52000,0,52000,Unpaid,,Bank,High Risk
P005414,STU0902,S10,52000,26000,26000,Partial,2026-01-06,Bank,High Risk
P005415,STU0902,S11,75000,37500,37500,Partial,2026-06-13,Cash,High Risk
P005416,STU0902,S02,52000,0,52000,Unpaid,,Bank,High Risk
P005417,STU0903,S04,75000,75000,0,Paid,2024-01-26,Cash,No Risk
P005418,STU0903,S01,68000,51000,17000,Partial,2023-01-03,Mobile Banking,Moderate Risk
P005419,STU0903,S05,45000,45000,0,Paid,2024-05-04,Mobile Banking,No Risk
P005420,STU0903,S06,45000,22500,22500,Partial,2024-09-06,Cash,High Risk
P005421,STU0904,S08,45000,33750,11250,Partial,2025-05-01,Mobile Banking,Moderate Risk
P005422,STU0904,S06,75000,56250,18750,Partial,2024-09-24,Bank,Moderate Risk
P005423,STU0904,S02,60000,60000,0,Paid,2023-05-04,Mobile Banking,No Risk
P005424,STU0904,S07,52000,26000,26000,Partial,2025-01-16,Cash,High Risk
P005425,STU0904,S05,68000,0,68000,Unpaid,,Mobile Banking,High Risk
P005426,STU0904,S04,60000,60000,0,Paid,2024-01-08,Card,No Risk
P005427,STU0904,S01,60000,60000,0,Paid,2023-01-05,Mobile Banking,No Risk
P005428,STU0905,S06,45000,45000,0,Paid,2024-09-13,Card,No Risk
P005429,STU0905,S11,52000,39000,13000,Partial,2026-06-14,Cash,Moderate Risk
P005430,STU0905,S02,68000,68000,0,Paid,2023-06-12,Bank,No Risk
P005431,STU0905,S10,60000,60000,0,Paid,2026-01-06,Card,No Risk
P005432,STU0905,S08,75000,56250,18750,Partial,2025-05-11,Card,Moderate Risk
P005433,STU0906,S01,60000,60000,0,Paid,2023-02-11,Bank,No Risk
P005434,STU0906,S10,52000,26000,26000,Partial,2026-01-29,Card,High Risk
P005435,STU0906,S05,60000,60000,0,Paid,2024-06-08,Cash,No Risk
P005436,STU0906,S06,75000,0,75000,Unpaid,,Bank,High Risk
P005437,STU0906,S08,52000,52000,0,Paid,2025-05-27,Bank,No Risk
P005438,STU0907,S08,45000,45000,0,Paid,2025-05-07,Bank,No Risk
P005439,STU0907,S04,52000,39000,13000,Partial,2024-02-26,Card,Moderate Risk
P005440,STU0907,S05,60000,0,60000,Unpaid,,Bank,High Risk
P005441,STU0907,S09,75000,56250,18750,Partial,2025-09-28,Cash,Moderate Risk
P005442,STU0907,S06,68000,68000,0,Paid,2024-10-20,Mobile Banking,No Risk
P005443,STU0907,S03,75000,75000,0,Paid,2023-09-23,Mobile Banking,No Risk
P005444,STU0907,S01,75000,0,75000,Unpaid,,Bank,High Risk
P005445,STU0908,S04,75000,37500,37500,Partial,2024-01-18,Mobile Banking,High Risk
P005446,STU0908,S01,68000,68000,0,Paid,2023-02-20,Card,No Risk
P005447,STU0908,S02,68000,0,68000,Unpaid,,Cash,High Risk
P005448,STU0908,S11,45000,33750,11250,Partial,2026-05-24,Cash,Moderate Risk
P005449,STU0908,S03,52000,52000,0,Paid,2023-10-05,Bank,No Risk
P005450,STU0909,S09,52000,26000,26000,Partial,2025-09-13,Card,High Risk
P005451,STU0909,S06,68000,68000,0,Paid,2024-09-23,Bank,No Risk
P005452,STU0909,S03,68000,68000,0,Paid,2023-09-19,Mobile Banking,No Risk
P005453,STU0909,S01,68000,68000,0,Paid,2023-01-11,Bank,No Risk
P005454,STU0909,S05,60000,60000,0,Paid,2024-05-20,Cash,No Risk
P005455,STU0909,S08,75000,0,75000,Unpaid,,Bank,High Risk
P005456,STU0909,S04,75000,75000,0,Paid,2024-02-06,Bank,No Risk
P005457,STU0910,S02,60000,60000,0,Paid,2023-05-29,Cash,No Risk
P005458,STU0910,S04,45000,0,45000,Unpaid,,Cash,High Risk
P005459,STU0910,S05,68000,68000,0,Paid,2024-06-08,Card,No Risk
P005460,STU0910,S10,68000,68000,0,Paid,2026-01-18,Cash,No Risk
P005461,STU0910,S06,52000,52000,0,Paid,2024-10-30,Card,No Risk
P005462,STU0911,S07,60000,0,60000,Unpaid,,Bank,High Risk
P005463,STU0911,S05,60000,60000,0,Paid,2024-06-05,Card,No Risk
P005464,STU0911,S02,75000,0,75000,Unpaid,,Card,High Risk
P005465,STU0911,S06,45000,33750,11250,Partial,2024-10-23,Bank,Moderate Risk
P005466,STU0912,S06,45000,45000,0,Paid,2024-09-19,Card,No Risk
P005467,STU0912,S02,60000,30000,30000,Partial,2023-05-08,Cash,High Risk
P005468,STU0912,S03,52000,0,52000,Unpaid,,Card,High Risk
P005469,STU0912,S08,75000,75000,0,Paid,2025-05-13,Card,No Risk
P005470,STU0912,S04,75000,75000,0,Paid,2024-01-22,Cash,No Risk
P005471,STU0912,S11,75000,56250,18750,Partial,2026-06-05,Cash,Moderate Risk
P005472,STU0913,S07,75000,37500,37500,Partial,2025-01-13,Bank,High Risk
P005473,STU0913,S06,75000,75000,0,Paid,2024-10-04,Bank,No Risk
P005474,STU0913,S02,68000,68000,0,Paid,2023-06-19,Mobile Banking,No Risk
P005475,STU0913,S01,75000,75000,0,Paid,2023-01-24,Mobile Banking,No Risk
P005476,STU0913,S08,60000,45000,15000,Partial,2025-06-14,Cash,Moderate Risk
P005477,STU0913,S03,75000,37500,37500,Partial,2023-10-30,Bank,High Risk
P005478,STU0914,S11,45000,33750,11250,Partial,2026-06-11,Card,Moderate Risk
P005479,STU0914,S09,68000,68000,0,Paid,2025-10-05,Card,No Risk
P005480,STU0914,S04,60000,0,60000,Unpaid,,Cash,High Risk
P005481,STU0914,S01,45000,45000,0,Paid,2023-02-22,Card,No Risk
P005482,STU0914,S02,60000,30000,30000,Partial,2023-06-14,Card,High Risk
P005483,STU0914,S03,45000,0,45000,Unpaid,,Card,High Risk
P005484,STU0914,S07,68000,0,68000,Unpaid,,Mobile Banking,High Risk
P005485,STU0914,S08,60000,0,60000,Unpaid,,Bank,High Risk
P005486,STU0915,S11,45000,45000,0,Paid,2026-05-17,Cash,No Risk
P005487,STU0915,S01,68000,0,68000,Unpaid,,Cash,High Risk
P005488,STU0915,S05,45000,0,45000,Unpaid,,Bank,High Risk
P005489,STU0915,S06,52000,26000,26000,Partial,2024-10-02,Bank,High Risk
P005490,STU0915,S03,52000,52000,0,Paid,2023-09-04,Mobile Banking,No Risk
P005491,STU0916,S08,52000,52000,0,Paid,2025-05-21,Card,No Risk
P005492,STU0916,S06,60000,30000,30000,Partial,2024-09-02,Card,High Risk
P005493,STU0916,S09,52000,0,52000,Unpaid,,Mobile Banking,High Risk
P005494,STU0916,S03,52000,0,52000,Unpaid,,Mobile Banking,High Risk
P005495,STU0916,S01,45000,45000,0,Paid,2023-02-05,Bank,No Risk
P005496,STU0916,S02,68000,68000,0,Paid,2023-06-04,Cash,No Risk
P005497,STU0916,S10,68000,68000,0,Paid,2026-01-02,Cash,No Risk
P005498,STU0916,S04,75000,37500,37500,Partial,2024-02-25,Card,High Risk
P005499,STU0917,S05,52000,0,52000,Unpaid,,Mobile Banking,High Risk
P005500,STU0917,S10,45000,0,45000,Unpaid,,Cash,High Risk
P005501,STU0917,S02,60000,45000,15000,Partial,2023-05-22,Cash,Moderate Risk
P005502,STU0917,S04,60000,60000,0,Paid,2024-02-15,Card,No Risk
P005503,STU0917,S07,60000,30000,30000,Partial,2025-02-07,Mobile Banking,High Risk
P005504,STU0918,S03,68000,68000,0,Paid,2023-09-10,Cash,No Risk
P005505,STU0918,S06,75000,37500,37500,Partial,2024-09-24,Bank,High Risk
P005506,STU0918,S09,60000,0,60000,Unpaid,,Bank,High Risk
P005507,STU0918,S08,68000,51000,17000,Partial,2025-06-10,Mobile Banking,Moderate Risk
P005508,STU0918,S11,75000,0,75000,Unpaid,,Cash,High Risk
P005509,STU0918,S07,68000,68000,0,Paid,2025-01-12,Bank,No Risk
P005510,STU0918,S10,45000,22500,22500,Partial,2026-02-27,Cash,High Risk
P005511,STU0918,S05,68000,68000,0,Paid,2024-06-03,Card,No Risk
P005512,STU0919,S06,75000,56250,18750,Partial,2024-09-14,Card,Moderate Risk
P005513,STU0919,S05,75000,75000,0,Paid,2024-05-31,Cash,No Risk
P005514,STU0919,S11,45000,45000,0,Paid,2026-05-23,Bank,No Risk
P005515,STU0919,S07,68000,0,68000,Unpaid,,Mobile Banking,High Risk
P005516,STU0920,S06,68000,34000,34000,Partial,2024-09-18,Bank,High Risk
P005517,STU0920,S10,52000,0,52000,Unpaid,,Cash,High Risk
P005518,STU0920,S03,60000,60000,0,Paid,2023-09-22,Card,No Risk
P005519,STU0920,S07,45000,45000,0,Paid,2025-02-07,Bank,No Risk
P005520,STU0920,S02,75000,75000,0,Paid,2023-05-26,Card,No Risk
P005521,STU0920,S08,52000,0,52000,Unpaid,,Card,High Risk
P005522,STU0921,S02,45000,33750,11250,Partial,2023-06-07,Cash,Moderate Risk
P005523,STU0921,S11,75000,37500,37500,Partial,2026-05-04,Card,High Risk
P005524,STU0921,S07,68000,0,68000,Unpaid,,Bank,High Risk
P005525,STU0921,S03,68000,68000,0,Paid,2023-09-24,Cash,No Risk
P005526,STU0922,S01,45000,33750,11250,Partial,2023-01-28,Mobile Banking,Moderate Risk
P005527,STU0922,S03,75000,75000,0,Paid,2023-10-30,Card,No Risk
P005528,STU0922,S11,68000,68000,0,Paid,2026-06-30,Card,No Risk
P005529,STU0922,S07,45000,45000,0,Paid,2025-01-06,Card,No Risk
P005530,STU0922,S08,60000,45000,15000,Partial,2025-05-07,Mobile Banking,Moderate Risk
P005531,STU0922,S06,75000,75000,0,Paid,2024-09-11,Mobile Banking,No Risk
P005532,STU0922,S02,45000,33750,11250,Partial,2023-06-23,Cash,Moderate Risk
P005533,STU0923,S05,60000,45000,15000,Partial,2024-06-04,Card,Moderate Risk
P005534,STU0923,S09,52000,52000,0,Paid,2025-09-07,Mobile Banking,No Risk
P005535,STU0923,S02,45000,45000,0,Paid,2023-06-09,Bank,No Risk
P005536,STU0923,S04,68000,68000,0,Paid,2024-01-29,Card,No Risk
P005537,STU0924,S10,45000,22500,22500,Partial,2026-02-21,Mobile Banking,High Risk
P005538,STU0924,S02,52000,52000,0,Paid,2023-06-26,Cash,No Risk
P005539,STU0924,S03,45000,0,45000,Unpaid,,Bank,High Risk
P005540,STU0924,S06,68000,68000,0,Paid,2024-09-03,Card,No Risk
P005541,STU0924,S08,75000,37500,37500,Partial,2025-05-21,Card,High Risk
P005542,STU0924,S01,75000,75000,0,Paid,2023-02-17,Bank,No Risk
P005543,STU0925,S08,45000,45000,0,Paid,2025-06-03,Cash,No Risk
P005544,STU0925,S01,52000,52000,0,Paid,2023-02-10,Card,No Risk
P005545,STU0925,S04,68000,51000,17000,Partial,2024-02-15,Card,Moderate Risk
P005546,STU0925,S02,60000,60000,0,Paid,2023-06-07,Cash,No Risk
P005547,STU0925,S10,60000,30000,30000,Partial,2026-02-21,Cash,High Risk
P005548,STU0925,S06,52000,52000,0,Paid,2024-09-26,Cash,No Risk
P005549,STU0926,S10,52000,52000,0,Paid,2026-01-08,Bank,No Risk
P005550,STU0926,S07,60000,30000,30000,Partial,2025-02-20,Mobile Banking,High Risk
P005551,STU0926,S09,45000,45000,0,Paid,2025-10-19,Cash,No Risk
P005552,STU0926,S11,75000,75000,0,Paid,2026-05-06,Bank,No Risk
P005553,STU0926,S01,60000,30000,30000,Partial,2023-03-01,Card,High Risk
P005554,STU0926,S06,75000,37500,37500,Partial,2024-10-12,Bank,High Risk
P005555,STU0927,S02,52000,52000,0,Paid,2023-05-17,Mobile Banking,No Risk
P005556,STU0927,S05,52000,52000,0,Paid,2024-05-31,Mobile Banking,No Risk
P005557,STU0927,S11,68000,34000,34000,Partial,2026-06-03,Cash,High Risk
P005558,STU0927,S06,75000,37500,37500,Partial,2024-09-03,Bank,High Risk
P005559,STU0928,S08,68000,34000,34000,Partial,2025-06-28,Bank,High Risk
P005560,STU0928,S04,75000,75000,0,Paid,2024-01-09,Mobile Banking,No Risk
P005561,STU0928,S02,45000,45000,0,Paid,2023-05-28,Mobile Banking,No Risk
P005562,STU0928,S07,75000,37500,37500,Partial,2025-02-14,Bank,High Risk
P005563,STU0928,S01,68000,51000,17000,Partial,2023-02-23,Mobile Banking,Moderate Risk
P005564,STU0928,S05,68000,68000,0,Paid,2024-06-16,Cash,No Risk
P005565,STU0928,S10,52000,0,52000,Unpaid,,Card,High Risk
P005566,STU0929,S05,45000,33750,11250,Partial,2024-06-09,Mobile Banking,Moderate Risk
P005567,STU0929,S08,60000,60000,0,Paid,2025-06-03,Mobile Banking,No Risk
P005568,STU0929,S02,75000,0,75000,Unpaid,,Mobile Banking,High Risk
P005569,STU0929,S10,52000,39000,13000,Partial,2026-01-31,Mobile Banking,Moderate Risk
P005570,STU0929,S11,75000,56250,18750,Partial,2026-06-19,Mobile Banking,Moderate Risk
P005571,STU0930,S03,52000,52000,0,Paid,2023-09-24,Mobile Banking,No Risk
P005572,STU0930,S02,75000,56250,18750,Partial,2023-05-31,Bank,Moderate Risk
P005573,STU0930,S09,52000,39000,13000,Partial,2025-09-30,Cash,Moderate Risk
P005574,STU0930,S05,75000,37500,37500,Partial,2024-06-25,Card,High Risk
P005575,STU0930,S10,45000,45000,0,Paid,2026-01-20,Card,No Risk
P005576,STU0930,S11,75000,75000,0,Paid,2026-06-15,Bank,No Risk
P005577,STU0930,S06,75000,37500,37500,Partial,2024-10-08,Mobile Banking,High Risk
P005578,STU0931,S04,52000,26000,26000,Partial,2024-02-25,Bank,High Risk
P005579,STU0931,S01,45000,45000,0,Paid,2023-01-25,Bank,No Risk
P005580,STU0931,S11,60000,45000,15000,Partial,2026-05-15,Bank,Moderate Risk
P005581,STU0931,S05,52000,52000,0,Paid,2024-05-27,Cash,No Risk
P005582,STU0931,S08,52000,52000,0,Paid,2025-05-01,Bank,No Risk
P005583,STU0931,S06,45000,45000,0,Paid,2024-10-27,Mobile Banking,No Risk
P005584,STU0931,S02,68000,68000,0,Paid,2023-05-07,Mobile Banking,No Risk
P005585,STU0931,S09,45000,33750,11250,Partial,2025-10-14,Mobile Banking,Moderate Risk
P005586,STU0932,S06,75000,0,75000,Unpaid,,Bank,High Risk
P005587,STU0932,S11,68000,51000,17000,Partial,2026-05-20,Bank,Moderate Risk
P005588,STU0932,S02,60000,30000,30000,Partial,2023-06-05,Mobile Banking,High Risk
P005589,STU0932,S03,60000,60000,0,Paid,2023-09-12,Card,No Risk
P005590,STU0932,S08,68000,68000,0,Paid,2025-06-07,Mobile Banking,No Risk
P005591,STU0933,S07,68000,51000,17000,Partial,2025-01-09,Cash,Moderate Risk
P005592,STU0933,S11,68000,34000,34000,Partial,2026-06-01,Bank,High Risk
P005593,STU0933,S04,75000,37500,37500,Partial,2024-01-23,Bank,High Risk
P005594,STU0933,S02,75000,0,75000,Unpaid,,Mobile Banking,High Risk
P005595,STU0933,S05,75000,75000,0,Paid,2024-05-02,Cash,No Risk
P005596,STU0933,S01,75000,0,75000,Unpaid,,Card,High Risk
P005597,STU0933,S10,52000,39000,13000,Partial,2026-01-10,Mobile Banking,Moderate Risk
P005598,STU0933,S06,52000,39000,13000,Partial,2024-10-12,Bank,Moderate Risk
P005599,STU0934,S05,75000,75000,0,Paid,2024-06-30,Bank,No Risk
P005600,STU0934,S11,68000,68000,0,Paid,2026-06-27,Mobile Banking,No Risk
P005601,STU0934,S04,75000,75000,0,Paid,2024-02-01,Bank,No Risk
P005602,STU0934,S10,52000,26000,26000,Partial,2026-01-30,Cash,High Risk
P005603,STU0934,S08,52000,52000,0,Paid,2025-05-10,Cash,No Risk
P005604,STU0934,S03,60000,30000,30000,Partial,2023-10-11,Card,High Risk
P005605,STU0935,S05,52000,52000,0,Paid,2024-06-18,Mobile Banking,No Risk
P005606,STU0935,S02,75000,75000,0,Paid,2023-05-26,Card,No Risk
P005607,STU0935,S06,75000,75000,0,Paid,2024-09-28,Mobile Banking,No Risk
P005608,STU0935,S11,75000,37500,37500,Partial,2026-06-05,Bank,High Risk
P005609,STU0936,S02,45000,45000,0,Paid,2023-05-01,Mobile Banking,No Risk
P005610,STU0936,S10,75000,56250,18750,Partial,2026-02-25,Mobile Banking,Moderate Risk
P005611,STU0936,S04,52000,26000,26000,Partial,2024-01-28,Bank,High Risk
P005612,STU0936,S08,75000,75000,0,Paid,2025-06-12,Bank,No Risk
P005613,STU0936,S07,52000,52000,0,Paid,2025-01-07,Card,No Risk
P005614,STU0936,S01,52000,39000,13000,Partial,2023-01-18,Card,Moderate Risk
P005615,STU0936,S06,52000,26000,26000,Partial,2024-09-27,Cash,High Risk
