AttendanceID,EnrollmentID,AttendanceDate,AttendanceStatus,ClassType,ClassDuration
A0016318,E011440,2025-02-28,Excused,Lab,1.0
A0016319,E011440,2025-02-12,Absent,Lab,3.0
A0016320,E006407,2023-05-16,Present,Lab,1.5
A0016321,E006407,2023-05-13,Present,Lecture,1.5
A0016322,E006407,2023-07-07,Late,Lecture,1.0
A0016323,E006407,2023-07-31,Present,Tutorial,3.0
A0016324,E006407,2023-05-28,Absent,Lecture,1.0
A0016325,E006407,2023-06-01,Present,Tutorial,1.0
A0016326,E006407,2023-07-31,Absent,Tutorial,2.0
A0016327,E002385,2026-05-14,Present,Lab,1.0
A0016328,E002385,2026-07-04,Present,Lab,2.0
A0016329,E002385,2026-06-09,Present,Lecture,1.0
A0016330,E002385,2026-07-22,Present,Lab,2.0
A0016331,E002385,2026-07-14,Present,Tutorial,2.0
A0016332,E002385,2026-06-12,Present,Lab,1.5
A0016333,E002385,2026-06-30,Present,Lab,1.0
A0016334,E009147,2025-10-20,Present,Lab,3.0
A0016335,E009147,2025-12-09,Present,Lecture,3.0
A0016336,E009147,2025-12-02,Present,Lab,2.0
A0016337,E009147,2025-09-01,Present,Tutorial,1.0
A0016338,E009147,2025-10-28,Present,Lab,2.0
A0016339,E009147,2025-09-09,Present,Lecture,1.5
A0016340,E003293,2025-05-27,Present,Tutorial,2.0
A0016341,E003293,2025-06-12,Present,Lab,3.0
A0016342,E003293,2025-05-29,Present,Tutorial,2.0
A0016343,E003293,2025-05-31,Present,Lab,1.5
A0016344,E003293,2025-06-07,Present,Tutorial,2.0
A0016345,E003293,2025-06-14,Present,Lecture,1.5
A0016346,E003293,2025-06-27,Present,Tutorial,3.0
A0016347,E003293,2025-06-11,Present,Lecture,2.0
A0016348,E007585,2025-10-22,Present,Lab,2.0
A0016349,E007585,2025-11-20,Present,Tutorial,1.0
A0016350,E007585,2025-11-19,Present,Lecture,2.0
A0016351,E007585,2025-10-08,Excused,Lecture,1.5
A0016352,E007585,2025-11-28,Late,Tutorial,1.5
A0016353,E007585,2025-09-20,Present,Lecture,1.5
A0016354,E007585,2025-09-19,Absent,Tutorial,2.0
A0016355,E007585,2025-12-05,Present,Lab,1.0
A0016356,E003257,2026-05-23,Present,Lecture,3.0
A0016357,E003257,2026-07-07,Present,Lecture,1.0
A0016358,E003257,2026-06-12,Present,Lab,1.0
A0016359,E003257,2026-05-24,Present,Tutorial,1.0
A0016360,E003257,2026-05-13,Present,Lab,2.0
A0016361,E007783,2025-11-07,Present,Tutorial,3.0
A0016362,E007783,2025-10-31,Present,Lab,1.5
A0016363,E007783,2025-12-10,Present,Lab,2.0
A0016364,E007783,2025-12-02,Absent,Lecture,1.5
A0016365,E007783,2025-10-20,Present,Lecture,3.0
A0016366,E007783,2025-10-07,Present,Tutorial,1.0
A0016367,E007783,2025-12-08,Late,Tutorial,2.0
A0016368,E007783,2025-11-06,Present,Lecture,1.0
A0016369,E008576,2025-07-06,Present,Lab,1.5
A0016370,E008576,2025-07-21,Present,Lab,1.0
A0016371,E008576,2025-07-12,Present,Lecture,1.5
A0016372,E008576,2025-07-02,Present,Tutorial,3.0
A0016373,E008576,2025-07-06,Present,Tutorial,1.5
A0016374,E008576,2025-05-12,Present,Lecture,3.0
A0016375,E008576,2025-07-11,Present,Lab,1.0
A0016376,E008576,2025-05-18,Present,Tutorial,1.5
A0016377,E003917,2023-06-15,Late,Tutorial,1.5
A0016378,E003917,2023-07-01,Excused,Tutorial,2.0
A0016379,E003917,2023-07-19,Present,Lecture,1.0
A0016380,E003917,2023-07-22,Absent,Lecture,2.0
A0016381,E003917,2023-07-26,Late,Lab,3.0
A0016382,E003917,2023-05-16,Late,Lab,3.0
A0016383,E003917,2023-07-18,Present,Lecture,1.5
A0016384,E005363,2023-02-28,Present,Lab,1.5
A0016385,E005363,2023-04-05,Present,Tutorial,2.0
A0016386,E005363,2023-01-08,Present,Lecture,3.0
A0016387,E005363,2023-02-26,Present,Lecture,1.5
A0016388,E005363,2023-03-09,Present,Tutorial,1.0
A0016389,E005363,2023-02-10,Present,Lab,1.5
A0016390,E003234,2023-03-22,Absent,Tutorial,2.0
A0016391,E003234,2023-03-12,Absent,Lecture,1.5
A0016392,E003234,2023-03-26,Present,Tutorial,1.5
A0016393,E003234,2023-01-11,Present,Tutorial,3.0
A0016394,E003234,2023-02-05,Present,Lab,1.0
A0016395,E010410,2024-06-24,Present,Lecture,3.0
A0016396,E010410,2024-05-01,Present,Lab,1.0
A0016397,E010410,2024-08-05,Present,Lab,1.0
A0016398,E010410,2024-06-02,Present,Lab,2.0
A0016399,E010410,2024-06-08,Present,Lecture,2.0
A0016400,E010410,2024-06-16,Present,Lecture,3.0
A0016401,E011714,2025-01-26,Present,Tutorial,1.0
A0016402,E011714,2025-03-21,Present,Lecture,3.0
A0016403,E011714,2025-01-01,Present,Lab,1.0
A0016404,E011714,2025-03-16,Present,Tutorial,2.0
A0016405,E011714,2025-01-12,Absent,Tutorial,1.5
A0016406,E011714,2025-03-04,Present,Lab,2.0
A0016407,E011714,2025-02-19,Present,Lecture,1.0
A0016408,E006225,2025-07-04,Present,Lecture,1.5
A0016409,E006225,2025-05-02,Absent,Lecture,2.0
A0016410,E006225,2025-05-16,Late,Lecture,1.5
A0016411,E006225,2025-07-26,Present,Lecture,1.5
A0016412,E006225,2025-05-11,Present,Lecture,1.0
A0016413,E009973,2025-03-07,Present,Lab,1.0
A0016414,E009973,2025-03-30,Present,Tutorial,1.5
A0016415,E009973,2025-01-10,Present,Lecture,1.5
A0016416,E009973,2025-03-18,Present,Tutorial,2.0
A0016417,E009973,2025-01-13,Present,Lecture,1.5
A0016418,E006008,2024-09-22,Present,Lecture,1.0
A0016419,E006008,2024-11-10,Present,Lab,1.0
A0016420,E006008,2024-10-26,Present,Lab,3.0
A0016421,E006008,2024-11-21,Present,Tutorial,1.0
A0016422,E006008,2024-10-27,Present,Tutorial,2.0
A0016423,E006008,2024-10-21,Late,Tutorial,1.5
A0016424,E006008,2024-11-18,Present,Lab,1.5
A0016425,E009811,2025-07-02,Present,Lecture,2.0
A0016426,E009811,2025-07-11,Present,Lab,2.0
A0016427,E009811,2025-06-25,Present,Lecture,1.5
A0016428,E009811,2025-06-08,Present,Tutorial,2.0
A0016429,E009811,2025-07-25,Present,Lecture,2.0
A0016430,E009811,2025-06-24,Present,Tutorial,1.5
A0016431,E009811,2025-07-20,Present,Lecture,3.0
A0016432,E002789,2024-11-17,Present,Tutorial,3.0
A0016433,E002789,2024-10-26,Present,Lecture,3.0
A0016434,E002789,2024-09-10,Present,Lab,2.0
A0016435,E002789,2024-09-08,Present,Tutorial,3.0
A0016436,E002789,2024-09-06,Present,Tutorial,3.0
A0016437,E002789,2024-11-08,Present,Tutorial,1.0
A0016438,E002789,2024-10-14,Present,Lecture,3.0
A0016439,E010549,2023-03-17,Present,Lecture,2.0
A0016440,E010549,2023-02-15,Present,Lab,1.5
A0016441,E010549,2023-03-29,Present,Lab,2.0
A0016442,E010549,2023-01-04,Present,Tutorial,2.0
A0016443,E010549,2023-03-19,Present,Lecture,2.0
A0016444,E010549,2023-02-24,Present,Lecture,1.5
A0016445,E010549,2023-03-22,Late,Lecture,3.0
A0016446,E010549,2023-01-03,Present,Lecture,2.0
A0016447,E002961,2023-01-04,Present,Lab,1.5
A0016448,E002961,2023-02-27,Present,Lecture,1.5
A0016449,E002961,2023-02-05,Absent,Lab,3.0
A0016450,E002961,2023-03-11,Present,Lab,1.0
A0016451,E002961,2023-03-25,Present,Tutorial,3.0
A0016452,E002961,2023-03-24,Absent,Lecture,1.0
A0016453,E002961,2023-04-06,Present,Lab,3.0
A0016454,E011110,2026-05-21,Present,Tutorial,1.0
A0016455,E011110,2026-07-22,Present,Lab,1.0
A0016456,E011110,2026-07-29,Present,Tutorial,2.0
A0016457,E011110,2026-05-04,Present,Tutorial,1.5
A0016458,E011110,2026-07-16,Present,Tutorial,2.0
A0016459,E011110,2026-06-30,Present,Tutorial,1.5
A0016460,E011110,2026-07-29,Present,Tutorial,1.0
A0016461,E005259,2024-10-24,Present,Tutorial,2.0
A0016462,E005259,2024-09-28,Present,Lecture,2.0
A0016463,E005259,2024-10-22,Present,Lab,2.0
A0016464,E005259,2024-09-24,Present,Lecture,3.0
A0016465,E005259,2024-10-07,Present,Tutorial,3.0
A0016466,E003618,2025-12-05,Present,Tutorial,3.0
A0016467,E003618,2025-11-21,Present,Lab,1.0
A0016468,E003618,2025-09-04,Present,Lab,2.0
A0016469,E003618,2025-10-07,Present,Lecture,1.5
A0016470,E003618,2025-09-17,Present,Tutorial,2.0
A0016471,E003618,2025-10-17,Present,Tutorial,3.0
A0016472,E003618,2025-11-25,Present,Lab,1.5
A0016473,E003618,2025-10-25,Present,Lab,1.5
A0016474,E006282,2025-10-08,Present,Tutorial,1.0
A0016475,E006282,2025-09-29,Present,Lecture,1.5
A0016476,E006282,2025-11-14,Present,Lecture,3.0
A0016477,E006282,2025-11-01,Present,Tutorial,1.0
A0016478,E006282,2025-09-03,Present,Lab,1.5
A0016479,E006282,2025-11-13,Absent,Tutorial,1.5
A0016480,E005417,2024-04-01,Present,Lab,1.0
A0016481,E005417,2024-02-29,Absent,Lab,1.0
A0016482,E005417,2024-04-08,Present,Lab,2.0
A0016483,E005417,2024-01-19,Present,Tutorial,1.0
A0016484,E005417,2024-01-11,Absent,Tutorial,1.0
A0016485,E005417,2024-03-01,Present,Lecture,3.0
A0016486,E009691,2023-11-01,Present,Tutorial,1.5
A0016487,E009691,2023-10-04,Present,Lab,3.0
A0016488,E009691,2023-09-16,Present,Tutorial,2.0
A0016489,E009691,2023-09-29,Present,Lab,2.0
A0016490,E009691,2023-10-02,Absent,Lab,3.0
A0016491,E009691,2023-11-14,Present,Lecture,3.0
A0016492,E009691,2023-10-25,Present,Lab,1.5
A0016493,E009691,2023-09-24,Present,Lab,1.5
A0016494,E007740,2025-03-30,Present,Lecture,1.0
A0016495,E007740,2025-03-24,Present,Tutorial,1.5
A0016496,E007740,2025-03-27,Present,Lecture,3.0
A0016497,E007740,2025-03-15,Present,Tutorial,1.5
A0016498,E007740,2025-02-11,Present,Tutorial,2.0
A0016499,E007740,2025-04-08,Present,Tutorial,3.0
A0016500,E007740,2025-02-25,Present,Tutorial,1.5
A0016501,E006968,2024-12-06,Present,Lab,1.5
A0016502,E006968,2024-10-08,Present,Tutorial,1.0
A0016503,E006968,2024-11-09,Late,Lab,1.0
A0016504,E006968,2024-09-05,Present,Lab,1.5
A0016505,E006968,2024-11-19,Present,Tutorial,1.5
A0016506,E006968,2024-11-21,Present,Lecture,2.0
A0016507,E006968,2024-11-04,Present,Lecture,3.0
A0016508,E006968,2024-09-16,Present,Lecture,3.0
A0016509,E012148,2026-05-27,Present,Lab,3.0
A0016510,E012148,2026-06-16,Present,Tutorial,3.0
A0016511,E012148,2026-07-31,Present,Tutorial,1.5
A0016512,E012148,2026-05-01,Excused,Tutorial,1.0
A0016513,E012148,2026-05-08,Present,Tutorial,1.5
A0016514,E012148,2026-06-14,Present,Tutorial,1.5
A0016515,E001849,2023-11-30,Present,Tutorial,1.0
A0016516,E001849,2023-10-05,Excused,Lab,1.0
A0016517,E001849,2023-09-18,Absent,Lecture,2.0
A0016518,E001849,2023-10-20,Present,Tutorial,1.5
A0016519,E001849,2023-12-08,Absent,Tutorial,1.0
A0016520,E001849,2023-09-02,Present,Tutorial,2.0
A0016521,E004442,2024-03-25,Present,Lab,1.0
A0016522,E004442,2024-02-06,Present,Tutorial,3.0
A0016523,E004442,2024-02-17,Present,Lecture,1.5
A0016524,E004442,2024-02-09,Present,Lab,1.5
A0016525,E004442,2024-03-19,Present,Lab,1.0
A0016526,E004442,2024-01-15,Present,Lab,1.0
A0016527,E004442,2024-01-31,Excused,Tutorial,1.0
A0016528,E005776,2025-03-08,Present,Lecture,2.0
A0016529,E005776,2025-03-06,Present,Lecture,3.0
A0016530,E005776,2025-03-14,Present,Lab,2.0
A0016531,E005776,2025-04-06,Present,Lab,1.0
A0016532,E005776,2025-01-23,Present,Tutorial,1.0
A0016533,E011941,2024-06-04,Present,Lecture,1.0
A0016534,E011941,2024-05-07,Present,Tutorial,1.5
A0016535,E011941,2024-06-14,Present,Lab,1.5
A0016536,E011941,2024-07-19,Present,Lab,2.0
A0016537,E011941,2024-07-22,Present,Lecture,1.0
A0016538,E011941,2024-07-21,Present,Lab,1.0
A0016539,E011941,2024-06-22,Present,Lab,2.0
A0016540,E011956,2023-01-14,Present,Tutorial,1.5
A0016541,E011956,2023-03-08,Present,Lecture,3.0
A0016542,E011956,2023-01-11,Present,Tutorial,1.0
A0016543,E011956,2023-02-09,Present,Lecture,2.0
A0016544,E011956,2023-02-13,Absent,Lecture,3.0
A0016545,E011956,2023-02-26,Present,Tutorial,1.5
A0016546,E003946,2023-03-31,Present,Lab,3.0
A0016547,E003946,2023-01-26,Present,Tutorial,3.0
A0016548,E003946,2023-03-18,Present,Lab,2.0
A0016549,E003946,2023-01-06,Present,Lab,1.5
A0016550,E003946,2023-03-22,Present,Tutorial,1.0
A0016551,E008901,2025-09-20,Present,Lab,1.5
A0016552,E008901,2025-09-30,Present,Tutorial,3.0
A0016553,E008901,2025-10-26,Present,Tutorial,1.5
A0016554,E008901,2025-10-17,Present,Tutorial,1.5
A0016555,E008901,2025-09-14,Present,Lecture,2.0
A0016556,E008901,2025-11-28,Present,Lecture,2.0
A0016557,E008901,2025-11-25,Present,Lecture,1.5
A0016558,E008901,2025-09-17,Present,Lab,1.0
A0016559,E007898,2024-10-16,Present,Tutorial,1.5
A0016560,E007898,2024-10-15,Late,Lab,1.5
A0016561,E007898,2024-10-29,Present,Lecture,2.0
A0016562,E007898,2024-09-20,Present,Lab,1.5
A0016563,E007898,2024-09-23,Absent,Lab,1.0
A0016564,E007898,2024-12-05,Excused,Tutorial,3.0
A0016565,E007898,2024-10-02,Present,Lecture,3.0
A0016566,E007898,2024-09-21,Present,Lecture,3.0
A0016567,E002761,2024-05-31,Present,Lab,1.0
A0016568,E002761,2024-05-19,Present,Tutorial,1.0
A0016569,E002761,2024-08-03,Present,Lab,3.0
A0016570,E002761,2024-05-07,Absent,Lecture,1.5
A0016571,E002761,2024-06-19,Present,Lab,1.5
A0016572,E002761,2024-05-31,Present,Lab,2.0
A0016573,E002761,2024-05-11,Present,Lab,3.0
A0016574,E002761,2024-07-21,Present,Lecture,1.5
A0016575,E004855,2024-06-28,Present,Lecture,1.5
A0016576,E004855,2024-05-21,Present,Lab,3.0
A0016577,E004855,2024-06-24,Present,Lecture,1.0
A0016578,E004855,2024-05-14,Present,Lab,1.0
A0016579,E004855,2024-07-16,Present,Tutorial,1.5
A0016580,E004855,2024-05-27,Present,Lab,1.5
A0016581,E000958,2023-05-17,Present,Lab,1.5
A0016582,E000958,2023-05-25,Present,Lecture,3.0
A0016583,E000958,2023-06-24,Present,Lab,3.0
A0016584,E000958,2023-07-23,Present,Lab,1.5
A0016585,E000958,2023-07-31,Present,Lab,2.0
A0016586,E000958,2023-05-26,Present,Tutorial,2.0
A0016587,E000958,2023-07-17,Present,Tutorial,3.0
A0016588,E000958,2023-06-27,Present,Tutorial,1.0
A0016589,E000697,2025-10-02,Absent,Lecture,2.0
A0016590,E000697,2025-10-30,Present,Tutorial,2.0
A0016591,E000697,2025-10-11,Present,Tutorial,1.0
A0016592,E000697,2025-11-18,Late,Tutorial,3.0
A0016593,E000697,2025-10-22,Present,Lab,3.0
A0016594,E000697,2025-10-04,Present,Tutorial,1.0
A0016595,E000697,2025-12-01,Present,Lab,1.0
A0016596,E001101,2026-06-26,Present,Tutorial,2.0
A0016597,E001101,2026-07-04,Present,Lecture,3.0
A0016598,E001101,2026-06-01,Present,Lecture,1.5
A0016599,E001101,2026-07-09,Present,Lecture,1.5
A0016600,E001101,2026-05-03,Present,Tutorial,1.5
A0016601,E000585,2023-07-30,Absent,Tutorial,1.0
A0016602,E000585,2023-06-22,Present,Tutorial,1.5
A0016603,E000585,2023-07-18,Absent,Tutorial,1.0
A0016604,E000585,2023-05-11,Present,Lecture,2.0
A0016605,E000585,2023-06-03,Present,Lecture,1.0
A0016606,E000585,2023-06-28,Present,Tutorial,1.5
A0016607,E000585,2023-06-22,Present,Lecture,1.5
A0016608,E004355,2023-05-06,Present,Lecture,1.0
A0016609,E004355,2023-06-09,Present,Lab,2.0
A0016610,E004355,2023-06-15,Present,Lab,2.0
A0016611,E004355,2023-05-30,Present,Lab,3.0
A0016612,E004355,2023-07-18,Present,Tutorial,1.0
A0016613,E003285,2026-03-22,Excused,Lecture,1.5
A0016614,E003285,2026-03-14,Absent,Tutorial,1.5
A0016615,E003285,2026-01-12,Present,Lab,3.0
A0016616,E003285,2026-02-06,Present,Lab,3.0
A0016617,E003285,2026-01-02,Present,Lab,3.0
A0016618,E003285,2026-02-04,Present,Tutorial,1.0
A0016619,E004300,2025-12-10,Absent,Lab,2.0
A0016620,E004300,2025-10-31,Present,Lab,2.0
A0016621,E004300,2025-09-28,Present,Tutorial,1.5
A0016622,E004300,2025-09-26,Absent,Tutorial,1.0
A0016623,E004300,2025-11-19,Late,Lecture,2.0
A0016624,E004300,2025-11-24,Absent,Tutorial,1.0
A0016625,E004300,2025-10-29,Present,Tutorial,2.0
A0016626,E004300,2025-09-19,Present,Lecture,1.5
A0016627,E009710,2023-02-22,Present,Lab,1.5
A0016628,E009710,2023-04-10,Late,Lecture,1.0
A0016629,E009710,2023-01-30,Present,Lab,3.0
A0016630,E009710,2023-01-25,Present,Tutorial,2.0
A0016631,E009710,2023-04-02,Late,Lab,2.0
A0016632,E009710,2023-02-22,Present,Tutorial,2.0
A0016633,E009710,2023-02-23,Present,Lab,3.0
A0016634,E009710,2023-01-08,Present,Tutorial,3.0
A0016635,E002415,2023-05-13,Present,Tutorial,1.0
A0016636,E002415,2023-06-02,Present,Lecture,1.5
A0016637,E002415,2023-06-06,Present,Lecture,3.0
A0016638,E002415,2023-05-01,Present,Lab,1.5
A0016639,E002415,2023-06-28,Present,Lab,3.0
A0016640,E002415,2023-05-02,Present,Lab,3.0
A0016641,E002415,2023-07-20,Present,Lecture,2.0
A0016642,E002415,2023-05-04,Present,Lab,2.0
A0016643,E000765,2023-09-24,Present,Tutorial,3.0
A0016644,E000765,2023-11-02,Present,Lab,3.0
A0016645,E000765,2023-11-09,Present,Tutorial,1.5
A0016646,E000765,2023-09-26,Late,Tutorial,1.0
A0016647,E000765,2023-09-13,Present,Lab,1.0
A0016648,E000765,2023-10-13,Present,Lab,1.0
A0016649,E000765,2023-11-15,Absent,Tutorial,1.5
A0016650,E000765,2023-12-08,Present,Lab,1.5
A0016651,E010016,2023-03-03,Present,Lecture,2.0
A0016652,E010016,2023-02-01,Present,Tutorial,1.0
A0016653,E010016,2023-04-11,Present,Lab,3.0
A0016654,E010016,2023-03-10,Present,Lecture,3.0
A0016655,E010016,2023-02-28,Present,Lab,2.0
A0016656,E010016,2023-02-19,Present,Lecture,3.0
A0016657,E010016,2023-01-22,Absent,Lecture,1.0
A0016658,E005688,2025-02-15,Present,Lecture,1.0
A0016659,E005688,2025-02-18,Present,Tutorial,1.0
A0016660,E005688,2025-01-19,Present,Tutorial,1.0
A0016661,E005688,2025-02-09,Present,Tutorial,2.0
A0016662,E005688,2025-03-20,Present,Lab,1.5
A0016663,E005688,2025-01-24,Late,Lecture,2.0
A0016664,E010740,2024-08-05,Present,Lab,3.0
A0016665,E010740,2024-07-30,Present,Lecture,1.0
A0016666,E010740,2024-05-14,Present,Lecture,3.0
A0016667,E010740,2024-05-08,Late,Tutorial,1.5
A0016668,E010740,2024-07-16,Present,Tutorial,2.0
A0016669,E010740,2024-07-10,Present,Tutorial,2.0
A0016670,E010740,2024-06-18,Present,Tutorial,2.0
A0016671,E010740,2024-05-09,Present,Lecture,1.0
A0016672,E004614,2023-02-13,Present,Lab,3.0
A0016673,E004614,2023-03-27,Present,Lab,1.5
A0016674,E004614,2023-03-14,Present,Lecture,3.0
A0016675,E004614,2023-03-13,Present,Lecture,1.0
A0016676,E004614,2023-02-22,Present,Lecture,1.5
A0016677,E004614,2023-01-01,Present,Tutorial,3.0
A0016678,E004614,2023-01-07,Present,Lab,1.5
A0016679,E003786,2024-04-10,Present,Lab,1.0
A0016680,E003786,2024-02-12,Present,Tutorial,2.0
A0016681,E003786,2024-02-26,Present,Lab,2.0
A0016682,E003786,2024-03-01,Present,Tutorial,1.0
A0016683,E003786,2024-02-14,Present,Tutorial,1.5
A0016684,E003786,2024-01-23,Present,Tutorial,1.0
A0016685,E009773,2024-05-04,Present,Lab,3.0
A0016686,E009773,2024-07-26,Present,Tutorial,1.5
A0016687,E009773,2024-06-12,Present,Lab,1.0
A0016688,E009773,2024-07-12,Present,Lab,1.5
A0016689,E009773,2024-06-05,Excused,Tutorial,1.5
A0016690,E009773,2024-07-31,Present,Lab,1.0
A0016691,E009773,2024-06-22,Absent,Lecture,3.0
A0016692,E009773,2024-07-07,Present,Tutorial,3.0
A0016693,E000098,2024-07-12,Present,Lab,1.0
A0016694,E000098,2024-07-04,Present,Tutorial,1.5
A0016695,E000098,2024-05-21,Present,Tutorial,1.5
A0016696,E000098,2024-07-26,Present,Lecture,1.0
A0016697,E000098,2024-06-07,Present,Tutorial,1.0
A0016698,E000098,2024-05-25,Present,Lab,2.0
A0016699,E000098,2024-06-01,Present,Tutorial,1.5
A0016700,E006912,2024-09-02,Present,Tutorial,1.5
A0016701,E006912,2024-12-05,Present,Lab,1.5
A0016702,E006912,2024-11-08,Present,Tutorial,2.0
A0016703,E006912,2024-11-13,Present,Lecture,1.0
A0016704,E006912,2024-09-04,Present,Tutorial,3.0
A0016705,E004316,2023-03-03,Present,Lecture,1.0
A0016706,E004316,2023-01-26,Present,Tutorial,1.0
A0016707,E004316,2023-02-25,Present,Lab,3.0
A0016708,E004316,2023-01-14,Present,Tutorial,1.5
A0016709,E004316,2023-02-23,Present,Lab,1.0
A0016710,E010969,2026-04-02,Present,Tutorial,1.5
A0016711,E010969,2026-02-19,Present,Lecture,3.0
A0016712,E010969,2026-04-07,Present,Lecture,3.0
A0016713,E010969,2026-04-01,Present,Lecture,1.5
A0016714,E010969,2026-01-19,Present,Lecture,2.0
A0016715,E010969,2026-03-20,Present,Lab,2.0
A0016716,E010969,2026-02-08,Present,Lecture,3.0
A0016717,E005821,2026-01-14,Present,Tutorial,1.5
A0016718,E005821,2026-03-05,Present,Lecture,2.0
A0016719,E005821,2026-03-07,Present,Tutorial,1.0
A0016720,E005821,2026-02-20,Present,Tutorial,3.0
A0016721,E005821,2026-02-12,Present,Tutorial,1.0
A0016722,E005821,2026-01-04,Present,Lecture,1.0
A0016723,E005821,2026-03-25,Present,Lab,1.5
A0016724,E005821,2026-03-07,Present,Lecture,3.0
A0016725,E010694,2023-09-18,Present,Tutorial,1.5
A0016726,E010694,2023-09-14,Present,Lecture,1.0
A0016727,E010694,2023-09-05,Present,Lab,2.0
A0016728,E010694,2023-11-13,Late,Lecture,3.0
A0016729,E010694,2023-09-09,Present,Lecture,2.0
A0016730,E007211,2023-01-15,Present,Tutorial,3.0
A0016731,E007211,2023-03-28,Present,Lecture,3.0
A0016732,E007211,2023-03-23,Present,Lecture,3.0
A0016733,E007211,2023-02-07,Present,Lecture,3.0
A0016734,E007211,2023-02-17,Present,Tutorial,1.5
A0016735,E007211,2023-01-14,Present,Lecture,1.5
A0016736,E007211,2023-04-06,Late,Lab,1.0
A0016737,E007211,2023-03-21,Present,Tutorial,2.0
A0016738,E004544,2023-03-28,Present,Lab,3.0
A0016739,E004544,2023-02-03,Absent,Lecture,1.0
A0016740,E004544,2023-04-02,Present,Lecture,1.5
A0016741,E004544,2023-02-05,Present,Tutorial,1.5
A0016742,E004544,2023-02-20,Present,Lab,1.5
A0016743,E004544,2023-02-08,Present,Lab,1.0
A0016744,E005676,2023-03-26,Present,Tutorial,3.0
A0016745,E005676,2023-03-01,Present,Tutorial,2.0
A0016746,E005676,2023-01-12,Absent,Lab,2.0
A0016747,E005676,2023-03-18,Present,Lecture,1.5
A0016748,E005676,2023-01-04,Present,Lecture,1.5
A0016749,E005676,2023-02-03,Present,Tutorial,3.0
A0016750,E009439,2023-02-25,Absent,Lecture,2.0
A0016751,E009439,2023-02-05,Excused,Lecture,1.0
A0016752,E009439,2023-03-18,Absent,Lecture,3.0
A0016753,E009439,2023-01-01,Absent,Lab,1.5
A0016754,E009439,2023-04-07,Present,Lab,1.5
A0016755,E009439,2023-03-27,Absent,Lab,3.0
A0016756,E009439,2023-04-10,Present,Lab,3.0
A0016757,E000291,2026-08-01,Present,Tutorial,1.0
A0016758,E000291,2026-06-27,Present,Lab,3.0
A0016759,E000291,2026-07-02,Present,Lecture,1.0
A0016760,E000291,2026-06-03,Present,Lab,1.5
A0016761,E000291,2026-05-23,Present,Tutorial,1.5
A0016762,E000291,2026-05-20,Present,Tutorial,1.0
A0016763,E000291,2026-05-07,Present,Tutorial,3.0
A0016764,E003549,2024-11-17,Present,Lecture,3.0
A0016765,E003549,2024-11-12,Present,Lab,1.0
A0016766,E003549,2024-11-29,Present,Tutorial,1.0
A0016767,E003549,2024-11-20,Present,Lecture,3.0
A0016768,E003549,2024-10-05,Present,Tutorial,3.0
A0016769,E003549,2024-12-08,Present,Tutorial,2.0
A0016770,E010374,2025-05-07,Present,Lab,1.0
A0016771,E010374,2025-06-18,Present,Tutorial,1.0
A0016772,E010374,2025-06-29,Present,Tutorial,3.0
A0016773,E010374,2025-05-25,Present,Lab,2.0
A0016774,E010374,2025-07-18,Present,Lab,1.5
A0016775,E010374,2025-05-09,Present,Lecture,1.0
A0016776,E010841,2024-07-15,Present,Tutorial,3.0
A0016777,E010841,2024-06-17,Present,Tutorial,2.0
A0016778,E010841,2024-07-11,Present,Lab,1.0
A0016779,E010841,2024-07-05,Present,Tutorial,1.5
A0016780,E010841,2024-08-05,Present,Lab,1.0
A0016781,E000340,2026-03-10,Present,Tutorial,2.0
A0016782,E000340,2026-04-04,Excused,Lecture,3.0
A0016783,E000340,2026-03-23,Present,Lecture,3.0
A0016784,E000340,2026-02-23,Present,Lab,3.0
A0016785,E000340,2026-03-30,Present,Lecture,2.0
A0016786,E000340,2026-03-27,Present,Tutorial,1.5
A0016787,E000340,2026-01-28,Present,Tutorial,1.5
A0016788,E000340,2026-01-29,Absent,Lab,1.5
A0016789,E002550,2026-01-08,Present,Lecture,2.0
A0016790,E002550,2026-03-05,Present,Lab,1.5
A0016791,E002550,2026-01-20,Present,Lab,3.0
A0016792,E002550,2026-03-15,Absent,Lecture,1.5
A0016793,E002550,2026-02-08,Present,Lab,3.0
A0016794,E011515,2024-04-10,Present,Tutorial,3.0
A0016795,E011515,2024-01-12,Present,Lecture,1.5
A0016796,E011515,2024-03-17,Present,Lecture,3.0
A0016797,E011515,2024-01-26,Present,Lecture,1.0
A0016798,E011515,2024-04-02,Present,Tutorial,2.0
A0016799,E011515,2024-02-18,Absent,Lab,2.0
A0016800,E011515,2024-02-02,Present,Lecture,1.0
A0016801,E011515,2024-03-29,Present,Lecture,1.5
A0016802,E008460,2025-02-24,Present,Tutorial,2.0
A0016803,E008460,2025-03-14,Late,Tutorial,1.0
A0016804,E008460,2025-04-07,Absent,Lab,1.0
A0016805,E008460,2025-04-11,Present,Lab,2.0
A0016806,E008460,2025-01-04,Present,Tutorial,1.0
A0016807,E010632,2025-01-02,Present,Tutorial,2.0
A0016808,E010632,2025-03-21,Late,Lab,1.5
A0016809,E010632,2025-01-22,Present,Tutorial,3.0
A0016810,E010632,2025-04-06,Present,Lab,1.0
A0016811,E010632,2025-01-10,Present,Lab,3.0
A0016812,E005729,2023-06-09,Absent,Lecture,1.0
