EnrollmentID,StudentID,CourseID,SemesterID,FacultyID,EnrollmentDate,EnrollmentStatus,FinalMark,LetterGrade,GradePoint,AttendancePercentage,PassedStatus
E011863,STU0434,C029,S05,F022,2024-05-19,Completed,64.3,B,3.0,80.5,Passed
E011864,STU0434,C019,S05,F025,2024-05-09,Completed,68.3,B+,3.25,98.0,Passed
E011865,STU0434,C029,S08,F022,2025-05-01,Withdrawn,82.6,A+,4.0,72.6,Passed
E011866,STU0434,C007,S08,F022,2025-05-07,Completed,52.9,C+,2.5,64.6,Passed
E011867,STU0434,C003,S08,F025,2025-05-08,Completed,74.2,A-,3.5,82.8,Passed
E011868,STU0434,C029,S07,F025,2025-01-20,Completed,46.2,C,2.25,58.0,Passed
E011869,STU0434,C001,S07,F022,2025-01-07,Completed,84.8,A+,4.0,60.2,Passed
E011870,STU0434,C003,S07,F025,2025-01-11,Completed,67.6,B+,3.25,80.7,Passed
E011871,STU0434,C057,S07,F022,2025-01-20,Enrolled,55.0,C+,2.5,100.0,Passed
E011872,STU0434,C007,S07,F022,2025-01-03,Completed,54.5,C+,2.5,59.8,Passed
E011873,STU0434,C001,S10,F025,2026-01-21,Enrolled,63.2,B,3.0,78.4,Passed
E011874,STU0434,C007,S10,F022,2026-01-04,Enrolled,65.4,B+,3.25,81.7,Passed
E011875,STU0434,C003,S10,F022,2026-01-02,Withdrawn,63.4,B,3.0,94.7,Passed
E011876,STU0434,C007,S09,F022,2025-09-04,Completed,86.4,A+,4.0,94.3,Passed
E011877,STU0434,C058,S09,F022,2025-09-14,Enrolled,60.3,B,3.0,100.0,Passed
E011878,STU0434,C057,S09,F025,2025-09-11,Completed,60.9,B,3.0,88.1,Passed
E011879,STU0434,C058,S06,F025,2024-09-03,Enrolled,70.3,A-,3.5,100.0,Passed
E011880,STU0434,C019,S06,F022,2024-09-12,Completed,93.2,A+,4.0,55.4,Passed
E011881,STU0434,C007,S06,F022,2024-09-11,Completed,75.1,A,3.75,61.5,Passed
E011882,STU0435,C056,S02,F037,2023-05-15,Completed,49.7,C,2.25,96.2,Passed
E011883,STU0435,C049,S02,F034,2023-05-02,Completed,69.7,B+,3.25,76.2,Passed
E011884,STU0435,C030,S02,F037,2023-05-03,Completed,44.9,D,2.0,78.7,Passed
E011885,STU0435,C015,S02,F038,2023-05-12,Enrolled,67.7,B+,3.25,88.8,Passed
E011886,STU0435,C036,S02,F038,2023-05-21,Completed,88.7,A+,4.0,61.8,Passed
E011887,STU0435,C030,S05,F038,2024-05-19,Completed,75.8,A,3.75,78.7,Passed
E011888,STU0435,C015,S05,F034,2024-05-03,Completed,69.8,B+,3.25,63.9,Passed
E011889,STU0435,C036,S05,F038,2024-05-13,Completed,93.1,A+,4.0,88.6,Passed
E011890,STU0435,C051,S05,F034,2024-05-19,Enrolled,60.7,B,3.0,84.1,Passed
E011891,STU0435,C049,S05,F038,2024-05-07,Completed,62.5,B,3.0,64.0,Passed
E011892,STU0435,C048,S10,F034,2026-01-18,Completed,66.4,B+,3.25,73.4,Passed
E011893,STU0435,C027,S10,F037,2026-01-08,Completed,98.2,A+,4.0,82.1,Passed
E011894,STU0435,C015,S10,F038,2026-01-16,Withdrawn,84.7,A+,4.0,58.2,Passed
E011895,STU0435,C030,S11,F034,2026-05-16,Completed,86.6,A+,4.0,100.0,Passed
E011896,STU0435,C042,S11,F037,2026-05-17,Completed,89.0,A+,4.0,76.2,Passed
E011897,STU0435,C056,S11,F037,2026-05-01,Completed,80.7,A+,4.0,93.6,Passed
E011898,STU0435,C051,S09,F034,2025-09-18,Enrolled,32.1,F,0.0,57.7,Failed
E011899,STU0435,C027,S09,F037,2025-09-16,Completed,51.7,C+,2.5,87.7,Passed
E011900,STU0435,C042,S09,F034,2025-09-03,Completed,80.6,A+,4.0,100.0,Passed
E011901,STU0435,C056,S09,F038,2025-09-04,Completed,46.5,C,2.25,81.1,Passed
E011902,STU0435,C015,S09,F037,2025-09-12,Enrolled,61.2,B,3.0,77.4,Passed
E011903,STU0435,C049,S03,F034,2023-09-13,Withdrawn,70.2,A-,3.5,86.1,Passed
E011904,STU0435,C056,S03,F038,2023-09-20,Completed,75.1,A,3.75,83.5,Passed
E011905,STU0435,C027,S03,F037,2023-09-07,Completed,89.7,A+,4.0,77.4,Passed
E011906,STU0435,C015,S04,F034,2024-01-07,Completed,53.1,C+,2.5,93.1,Passed
E011907,STU0435,C049,S04,F034,2024-01-08,Completed,68.9,B+,3.25,95.2,Passed
E011908,STU0435,C051,S04,F038,2024-01-06,Enrolled,88.2,A+,4.0,74.4,Passed
E011909,STU0435,C036,S04,F037,2024-01-15,Completed,46.4,C,2.25,77.7,Passed
E011910,STU0435,C048,S04,F037,2024-01-10,Enrolled,64.0,B,3.0,100.0,Passed
E011911,STU0436,C049,S10,F037,2026-01-16,Completed,42.5,D,2.0,63.3,Passed
E011912,STU0436,C056,S10,F034,2026-01-11,Completed,57.3,B-,2.75,84.8,Passed
E011913,STU0436,C027,S10,F034,2026-01-20,Completed,66.1,B+,3.25,53.3,Passed
E011914,STU0436,C015,S10,F038,2026-01-10,Completed,52.9,C+,2.5,94.5,Passed
E011915,STU0436,C051,S10,F034,2026-01-08,Withdrawn,66.8,B+,3.25,70.7,Passed
E011916,STU0436,C042,S09,F037,2025-09-07,Completed,63.7,B,3.0,77.3,Passed
E011917,STU0436,C036,S09,F037,2025-09-17,Enrolled,75.6,A,3.75,65.4,Passed
E011918,STU0436,C051,S09,F034,2025-09-11,Enrolled,75.4,A,3.75,80.3,Passed
E011919,STU0436,C030,S03,F034,2023-09-06,Completed,69.6,B+,3.25,96.7,Passed
E011920,STU0436,C027,S03,F034,2023-09-21,Completed,77.7,A,3.75,85.1,Passed
E011921,STU0436,C049,S03,F037,2023-09-10,Completed,44.0,D,2.0,73.3,Passed
E011922,STU0436,C051,S03,F034,2023-09-02,Withdrawn,60.8,B,3.0,100.0,Passed
E011923,STU0436,C048,S03,F038,2023-09-11,Completed,97.9,A+,4.0,91.1,Passed
E011924,STU0436,C051,S07,F034,2025-01-01,Enrolled,82.8,A+,4.0,84.5,Passed
E011925,STU0436,C049,S07,F037,2025-01-21,Completed,57.2,B-,2.75,81.2,Passed
E011926,STU0436,C042,S07,F037,2025-01-06,Completed,66.4,B+,3.25,91.6,Passed
E011927,STU0436,C048,S11,F037,2026-05-14,Completed,64.6,B,3.0,86.6,Passed
E011928,STU0436,C036,S11,F034,2026-05-12,Completed,64.6,B,3.0,71.5,Passed
E011929,STU0436,C027,S11,F037,2026-05-09,Completed,64.2,B,3.0,77.6,Passed
E011930,STU0436,C036,S08,F034,2025-05-17,Completed,50.4,C+,2.5,75.3,Passed
E011931,STU0436,C051,S08,F034,2025-05-16,Completed,80.4,A+,4.0,56.5,Passed
E011932,STU0436,C056,S08,F034,2025-05-05,Completed,57.3,B-,2.75,99.3,Passed
E011933,STU0436,C030,S08,F038,2025-05-07,Completed,74.9,A-,3.5,78.5,Passed
E011934,STU0436,C042,S08,F037,2025-05-01,Completed,62.1,B,3.0,87.4,Passed
E011935,STU0436,C027,S02,F038,2023-05-03,Completed,67.8,B+,3.25,100.0,Passed
E011936,STU0436,C015,S02,F037,2023-05-03,Completed,78.0,A,3.75,76.6,Passed
E011937,STU0436,C036,S02,F034,2023-05-07,Enrolled,68.7,B+,3.25,59.4,Passed
E011938,STU0436,C042,S02,F034,2023-05-08,Completed,52.5,C+,2.5,80.7,Passed
E011939,STU0436,C056,S05,F034,2024-05-15,Completed,50.0,C,2.25,60.2,Passed
E011940,STU0436,C036,S05,F037,2024-05-01,Completed,43.0,D,2.0,81.2,Passed
E011941,STU0436,C015,S05,F034,2024-05-10,Enrolled,57.2,B-,2.75,100.0,Passed
E011942,STU0436,C030,S05,F038,2024-05-11,Withdrawn,77.1,A,3.75,93.9,Passed
E011943,STU0436,C048,S05,F034,2024-05-13,Completed,77.0,A,3.75,91.7,Passed
E011944,STU0436,C049,S06,F034,2024-09-14,Completed,72.4,A-,3.5,98.6,Passed
E011945,STU0436,C036,S06,F034,2024-09-03,Completed,72.8,A-,3.5,73.2,Passed
E011946,STU0436,C051,S06,F038,2024-09-04,Completed,62.8,B,3.0,85.4,Passed
E011947,STU0436,C048,S06,F037,2024-09-01,Completed,91.4,A+,4.0,72.5,Passed
E011948,STU0436,C030,S06,F038,2024-09-07,Completed,85.1,A+,4.0,75.9,Passed
E011949,STU0436,C051,S01,F034,2023-01-21,Completed,100.0,A+,4.0,100.0,Passed
E011950,STU0436,C036,S01,F038,2023-01-12,Enrolled,49.9,C,2.25,57.4,Passed
E011951,STU0436,C049,S01,F037,2023-01-12,Completed,76.3,A,3.75,84.3,Passed
E011952,STU0436,C042,S01,F038,2023-01-04,Completed,87.4,A+,4.0,86.1,Passed
E011953,STU0437,C027,S01,F037,2023-01-05,Completed,92.5,A+,4.0,81.0,Passed
E011954,STU0437,C049,S01,F038,2023-01-17,Completed,65.9,B+,3.25,85.5,Passed
E011955,STU0437,C036,S01,F038,2023-01-15,Enrolled,66.5,B+,3.25,81.9,Passed
E011956,STU0437,C015,S01,F038,2023-01-09,Completed,71.0,A-,3.5,80.0,Passed
E011957,STU0437,C042,S05,F034,2024-05-18,Completed,67.7,B+,3.25,53.1,Passed
E011958,STU0437,C051,S05,F034,2024-05-03,Completed,73.6,A-,3.5,90.8,Passed
E011959,STU0437,C056,S05,F034,2024-05-19,Completed,85.4,A+,4.0,89.0,Passed
E011960,STU0437,C027,S05,F038,2024-05-12,Enrolled,54.0,C+,2.5,65.3,Passed
E011961,STU0437,C048,S06,F037,2024-09-21,Completed,51.5,C+,2.5,84.8,Passed
E011962,STU0437,C036,S06,F034,2024-09-05,Enrolled,99.8,A+,4.0,91.6,Passed
E011963,STU0437,C027,S06,F037,2024-09-03,Enrolled,93.3,A+,4.0,92.5,Passed
E011964,STU0437,C056,S06,F037,2024-09-04,Completed,52.9,C+,2.5,71.2,Passed
E011965,STU0437,C042,S09,F038,2025-09-02,Completed,61.8,B,3.0,93.5,Passed
E011966,STU0437,C027,S09,F037,2025-09-14,Completed,40.8,D,2.0,71.1,Passed
E011967,STU0437,C030,S09,F037,2025-09-01,Completed,68.3,B+,3.25,72.2,Passed
E011968,STU0437,C036,S09,F038,2025-09-20,Completed,63.3,B,3.0,63.2,Passed
E011969,STU0437,C048,S02,F034,2023-05-01,Completed,84.6,A+,4.0,68.4,Passed
E011970,STU0437,C030,S02,F034,2023-05-10,Completed,70.2,A-,3.5,77.1,Passed
E011971,STU0437,C027,S02,F037,2023-05-18,Completed,76.5,A,3.75,65.7,Passed
E011972,STU0437,C049,S02,F034,2023-05-03,Completed,81.8,A+,4.0,56.0,Passed
E011973,STU0437,C051,S02,F038,2023-05-13,Completed,59.3,B-,2.75,66.9,Passed
E011974,STU0437,C027,S07,F037,2025-01-05,Completed,73.2,A-,3.5,88.9,Passed
E011975,STU0437,C030,S07,F038,2025-01-18,Completed,37.5,F,0.0,99.6,Failed
E011976,STU0437,C042,S07,F037,2025-01-21,Enrolled,50.1,C+,2.5,100.0,Passed
E011977,STU0437,C051,S07,F038,2025-01-12,Completed,51.2,C+,2.5,97.9,Passed
E011978,STU0437,C056,S07,F038,2025-01-10,Completed,59.0,B-,2.75,75.8,Passed
E011979,STU0437,C027,S04,F037,2024-01-17,Completed,66.7,B+,3.25,71.6,Passed
E011980,STU0437,C048,S04,F038,2024-01-05,Enrolled,66.7,B+,3.25,63.5,Passed
E011981,STU0437,C049,S04,F037,2024-01-06,Completed,47.8,C,2.25,88.9,Passed
E011982,STU0437,C056,S04,F034,2024-01-20,Completed,91.7,A+,4.0,100.0,Passed
E011983,STU0438,C015,S09,F038,2025-09-08,Withdrawn,36.5,F,0.0,80.3,Failed
E011984,STU0438,C036,S09,F034,2025-09-12,Completed,94.8,A+,4.0,90.1,Passed
E011985,STU0438,C051,S09,F034,2025-09-02,Completed,66.2,B+,3.25,66.0,Passed
E011986,STU0438,C015,S08,F038,2025-05-20,Enrolled,54.5,C+,2.5,87.5,Passed
E011987,STU0438,C056,S08,F038,2025-05-11,Completed,80.8,A+,4.0,82.2,Passed
E011988,STU0438,C030,S08,F038,2025-05-11,Completed,78.6,A,3.75,99.2,Passed
E011989,STU0438,C030,S05,F037,2024-05-14,Completed,69.2,B+,3.25,71.6,Passed
E011990,STU0438,C048,S05,F037,2024-05-19,Completed,77.0,A,3.75,88.7,Passed
E011991,STU0438,C049,S05,F038,2024-05-10,Completed,87.1,A+,4.0,74.5,Passed
E011992,STU0438,C027,S05,F038,2024-05-10,Enrolled,72.1,A-,3.5,79.9,Passed
E011993,STU0438,C051,S05,F037,2024-05-08,Completed,53.7,C+,2.5,82.1,Passed
E011994,STU0438,C036,S06,F038,2024-09-21,Completed,43.4,D,2.0,100.0,Passed
E011995,STU0438,C030,S06,F038,2024-09-17,Enrolled,66.4,B+,3.25,80.1,Passed
E011996,STU0438,C042,S06,F038,2024-09-13,Completed,69.3,B+,3.25,77.5,Passed
E011997,STU0438,C027,S06,F037,2024-09-08,Completed,63.1,B,3.0,95.4,Passed
E011998,STU0438,C056,S06,F038,2024-09-11,Enrolled,81.4,A+,4.0,79.1,Passed
E011999,STU0438,C048,S01,F034,2023-01-11,Completed,80.4,A+,4.0,92.3,Passed
E012000,STU0438,C049,S01,F037,2023-01-11,Completed,70.8,A-,3.5,79.1,Passed
E012001,STU0438,C051,S01,F034,2023-01-10,Completed,77.6,A,3.75,76.0,Passed
E012002,STU0438,C030,S01,F034,2023-01-11,Enrolled,69.0,B+,3.25,86.8,Passed
E012003,STU0438,C042,S01,F037,2023-01-03,Completed,53.9,C+,2.5,77.1,Passed
E012004,STU0438,C015,S03,F034,2023-09-10,Enrolled,61.7,B,3.0,81.5,Passed
E012005,STU0438,C048,S03,F037,2023-09-19,Enrolled,42.6,D,2.0,60.7,Passed
E012006,STU0438,C036,S03,F038,2023-09-17,Completed,99.4,A+,4.0,94.2,Passed
E012007,STU0438,C027,S03,F038,2023-09-09,Enrolled,76.2,A,3.75,100.0,Passed
E012008,STU0438,C051,S10,F037,2026-01-03,Enrolled,52.5,C+,2.5,64.0,Passed
E012009,STU0438,C056,S10,F037,2026-01-08,Completed,73.4,A-,3.5,66.5,Passed
E012010,STU0438,C036,S10,F038,2026-01-06,Completed,75.4,A,3.75,79.8,Passed
E012011,STU0438,C042,S10,F034,2026-01-20,Completed,83.8,A+,4.0,66.6,Passed
E012012,STU0439,C062,S04,F032,2024-01-04,Completed,59.6,B-,2.75,100.0,Passed
E012013,STU0439,C035,S04,F009,2024-01-08,Completed,43.6,D,2.0,82.9,Passed
E012014,STU0439,C055,S04,F016,2024-01-03,Enrolled,44.7,D,2.0,95.9,Passed
E012015,STU0439,C018,S04,F016,2024-01-01,Enrolled,82.7,A+,4.0,60.6,Passed
E012016,STU0439,C062,S08,F009,2025-05-02,Completed,85.5,A+,4.0,73.0,Passed
E012017,STU0439,C035,S08,F009,2025-05-17,Completed,84.4,A+,4.0,99.4,Passed
E012018,STU0439,C055,S08,F032,2025-05-21,Completed,100.0,A+,4.0,100.0,Passed
E012019,STU0439,C018,S08,F009,2025-05-05,Enrolled,47.4,C,2.25,75.9,Passed
E012020,STU0439,C055,S05,F016,2024-05-01,Enrolled,63.7,B,3.0,81.2,Passed
E012021,STU0439,C035,S05,F016,2024-05-14,Completed,75.2,A,3.75,89.0,Passed
E012022,STU0439,C062,S05,F032,2024-05-14,Completed,57.3,B-,2.75,78.5,Passed
E012023,STU0439,C018,S05,F016,2024-05-02,Enrolled,58.4,B-,2.75,63.6,Passed
E012024,STU0439,C062,S10,F016,2026-01-06,Enrolled,62.6,B,3.0,75.7,Passed
E012025,STU0439,C055,S10,F032,2026-01-10,Completed,73.0,A-,3.5,90.3,Passed
E012026,STU0439,C018,S10,F016,2026-01-06,Enrolled,58.4,B-,2.75,60.1,Passed
E012027,STU0439,C062,S01,F016,2023-01-21,Enrolled,89.2,A+,4.0,79.9,Passed
E012028,STU0439,C018,S01,F009,2023-01-21,Completed,72.6,A-,3.5,94.6,Passed
E012029,STU0439,C035,S01,F016,2023-01-01,Completed,57.6,B-,2.75,69.0,Passed
E012030,STU0439,C055,S01,F032,2023-01-06,Completed,55.0,C+,2.5,70.1,Passed
E012031,STU0439,C035,S03,F016,2023-09-11,Completed,67.4,B+,3.25,69.4,Passed
E012032,STU0439,C055,S03,F009,2023-09-01,Completed,64.0,B,3.0,88.8,Passed
E012033,STU0439,C018,S03,F032,2023-09-11,Completed,76.2,A,3.75,96.1,Passed
E012034,STU0439,C062,S09,F016,2025-09-16,Completed,68.3,B+,3.25,81.2,Passed
E012035,STU0439,C055,S09,F016,2025-09-03,Completed,94.6,A+,4.0,77.3,Passed
E012036,STU0439,C018,S09,F032,2025-09-18,Completed,66.6,B+,3.25,77.6,Passed
E012037,STU0439,C035,S07,F009,2025-01-19,Completed,57.7,B-,2.75,85.9,Passed
E012038,STU0439,C062,S07,F009,2025-01-17,Completed,63.4,B,3.0,76.0,Passed
E012039,STU0439,C055,S07,F016,2025-01-20,Completed,57.0,B-,2.75,83.4,Passed
E012040,STU0440,C069,S04,F027,2024-01-08,Completed,53.3,C+,2.5,81.1,Passed
E012041,STU0440,C068,S04,F050,2024-01-12,Completed,57.7,B-,2.75,76.8,Passed
E012042,STU0440,C040,S04,F039,2024-01-08,Completed,79.3,A,3.75,79.0,Passed
E012043,STU0440,C064,S04,F050,2024-01-04,Enrolled,73.9,A-,3.5,63.6,Passed
E012044,STU0440,C064,S02,F028,2023-05-06,Completed,47.8,C,2.25,85.1,Passed
E012045,STU0440,C069,S02,F028,2023-05-15,Completed,91.7,A+,4.0,100.0,Passed
E012046,STU0440,C068,S02,F028,2023-05-14,Enrolled,65.9,B+,3.25,83.1,Passed
E012047,STU0440,C040,S03,F039,2023-09-10,Enrolled,82.9,A+,4.0,67.9,Passed
E012048,STU0440,C069,S03,F027,2023-09-06,Completed,73.3,A-,3.5,90.0,Passed
E012049,STU0440,C064,S03,F027,2023-09-01,Completed,63.8,B,3.0,80.8,Passed
E012050,STU0440,C068,S03,F039,2023-09-03,Completed,68.9,B+,3.25,67.0,Passed
E012051,STU0440,C040,S09,F039,2025-09-07,Completed,58.3,B-,2.75,85.4,Passed
E012052,STU0440,C069,S09,F028,2025-09-06,Withdrawn,90.2,A+,4.0,82.2,Passed
E012053,STU0440,C068,S09,F050,2025-09-12,Enrolled,53.9,C+,2.5,100.0,Passed
E012054,STU0440,C064,S09,F039,2025-09-17,Enrolled,57.6,B-,2.75,79.9,Passed
E012055,STU0440,C069,S06,F027,2024-09-04,Completed,43.7,D,2.0,81.5,Passed
E012056,STU0440,C040,S06,F028,2024-09-18,Completed,68.1,B+,3.25,81.5,Passed
E012057,STU0440,C068,S06,F028,2024-09-04,Completed,58.5,B-,2.75,78.5,Passed
E012058,STU0440,C064,S06,F027,2024-09-11,Completed,33.2,F,0.0,89.7,Failed
E012059,STU0440,C064,S05,F027,2024-05-18,Completed,51.3,C+,2.5,99.1,Passed
E012060,STU0440,C068,S05,F050,2024-05-03,Completed,93.3,A+,4.0,84.1,Passed
E012061,STU0440,C069,S05,F050,2024-05-06,Completed,81.5,A+,4.0,76.8,Passed
E012062,STU0440,C040,S05,F050,2024-05-04,Completed,65.6,B+,3.25,84.4,Passed
E012063,STU0440,C064,S10,F028,2026-01-14,Completed,59.3,B-,2.75,81.8,Passed
E012064,STU0440,C069,S10,F050,2026-01-17,Completed,79.8,A,3.75,91.9,Passed
E012065,STU0440,C068,S10,F050,2026-01-03,Completed,51.8,C+,2.5,68.4,Passed
E012066,STU0440,C040,S10,F039,2026-01-10,Completed,65.3,B+,3.25,90.8,Passed
E012067,STU0440,C069,S08,F027,2025-05-07,Completed,47.2,C,2.25,97.0,Passed
E012068,STU0440,C068,S08,F027,2025-05-13,Enrolled,42.8,D,2.0,100.0,Passed
E012069,STU0440,C040,S08,F027,2025-05-18,Withdrawn,92.1,A+,4.0,79.6,Passed
E012070,STU0440,C068,S07,F039,2025-01-16,Completed,61.1,B,3.0,88.6,Passed
E012071,STU0440,C064,S07,F039,2025-01-06,Completed,51.9,C+,2.5,92.8,Passed
E012072,STU0440,C040,S07,F039,2025-01-18,Completed,79.4,A,3.75,68.1,Passed
E012073,STU0440,C069,S07,F050,2025-01-07,Completed,45.6,C,2.25,96.4,Passed
E012074,STU0441,C015,S06,F038,2024-09-02,Completed,66.0,B+,3.25,80.2,Passed
E012075,STU0441,C048,S06,F038,2024-09-21,Completed,62.6,B,3.0,89.5,Passed
E012076,STU0441,C051,S06,F037,2024-09-06,Completed,51.9,C+,2.5,88.7,Passed
E012077,STU0441,C042,S06,F034,2024-09-12,Enrolled,61.0,B,3.0,80.5,Passed
E012078,STU0441,C049,S11,F034,2026-05-17,Completed,73.1,A-,3.5,96.1,Passed
E012079,STU0441,C027,S11,F034,2026-05-09,Completed,49.3,C,2.25,55.3,Passed
E012080,STU0441,C051,S11,F038,2026-05-13,Enrolled,47.3,C,2.25,80.7,Passed
E012081,STU0441,C015,S11,F038,2026-05-09,Completed,41.3,D,2.0,69.5,Passed
E012082,STU0441,C030,S07,F034,2025-01-08,Completed,89.8,A+,4.0,78.4,Passed
E012083,STU0441,C027,S07,F034,2025-01-02,Completed,84.6,A+,4.0,78.2,Passed
E012084,STU0441,C049,S07,F034,2025-01-13,Completed,47.6,C,2.25,81.3,Passed
E012085,STU0441,C056,S04,F034,2024-01-07,Enrolled,80.3,A+,4.0,90.6,Passed
E012086,STU0441,C042,S04,F038,2024-01-02,Completed,77.4,A,3.75,90.3,Passed
E012087,STU0441,C027,S04,F038,2024-01-12,Completed,80.1,A+,4.0,72.4,Passed
E012088,STU0441,C030,S04,F034,2024-01-06,Completed,70.1,A-,3.5,89.1,Passed
E012089,STU0441,C015,S04,F034,2024-01-19,Enrolled,64.2,B,3.0,93.0,Passed
E012090,STU0441,C048,S03,F037,2023-09-10,Completed,54.3,C+,2.5,54.0,Passed
E012091,STU0441,C049,S03,F037,2023-09-19,Completed,78.5,A,3.75,96.7,Passed
E012092,STU0441,C036,S03,F038,2023-09-01,Enrolled,39.8,F,0.0,82.1,Failed
E012093,STU0441,C042,S03,F034,2023-09-18,Completed,54.4,C+,2.5,79.0,Passed
E012094,STU0442,C025,S10,F042,2026-01-15,Completed,54.9,C+,2.5,78.1,Passed
E012095,STU0442,C032,S10,F042,2026-01-03,Completed,51.6,C+,2.5,85.3,Passed
E012096,STU0442,C014,S10,F042,2026-01-07,Completed,73.3,A-,3.5,84.2,Passed
E012097,STU0442,C004,S03,F042,2023-09-19,Completed,82.6,A+,4.0,67.7,Passed
E012098,STU0442,C023,S03,F031,2023-09-11,Completed,55.0,B-,2.75,66.7,Passed
E012099,STU0442,C032,S03,F026,2023-09-13,Completed,60.0,B,3.0,100.0,Passed
E012100,STU0442,C050,S03,F015,2023-09-18,Completed,86.5,A+,4.0,64.2,Passed
E012101,STU0442,C010,S03,F013,2023-09-17,Completed,70.0,B+,3.25,81.4,Passed
E012102,STU0442,C005,S06,F013,2024-09-04,Completed,51.1,C+,2.5,92.4,Passed
E012103,STU0442,C023,S06,F031,2024-09-21,Completed,39.4,F,0.0,100.0,Failed
E012104,STU0442,C025,S06,F026,2024-09-11,Withdrawn,38.0,F,0.0,93.6,Failed
E012105,STU0442,C025,S07,F015,2025-01-12,Completed,49.8,C,2.25,100.0,Passed
E012106,STU0442,C005,S07,F013,2025-01-09,Completed,65.2,B+,3.25,90.9,Passed
E012107,STU0442,C050,S07,F031,2025-01-08,Completed,55.5,B-,2.75,62.1,Passed
E012108,STU0442,C010,S01,F041,2023-01-10,Completed,49.6,C,2.25,76.4,Passed
E012109,STU0442,C005,S01,F013,2023-01-17,Completed,87.7,A+,4.0,86.0,Passed
E012110,STU0442,C050,S01,F013,2023-01-03,Completed,92.7,A+,4.0,75.8,Passed
E012111,STU0442,C004,S01,F005,2023-01-05,Withdrawn,47.1,C,2.25,82.9,Passed
E012112,STU0443,C011,S09,F044,2025-09-20,Completed,53.6,C+,2.5,82.1,Passed
E012113,STU0443,C006,S09,F017,2025-09-03,Completed,64.5,B,3.0,76.4,Passed
E012114,STU0443,C070,S09,F008,2025-09-15,Completed,53.5,C+,2.5,97.7,Passed
E012115,STU0443,C060,S09,F008,2025-09-08,Completed,57.8,B-,2.75,80.8,Passed
E012116,STU0443,C026,S09,F017,2025-09-10,Completed,71.8,A-,3.5,72.1,Passed
E012117,STU0443,C034,S11,F044,2026-05-16,Completed,45.6,C,2.25,100.0,Passed
E012118,STU0443,C060,S11,F017,2026-05-21,Completed,57.1,B-,2.75,69.6,Passed
E012119,STU0443,C026,S11,F008,2026-05-08,Completed,64.5,B,3.0,76.0,Passed
E012120,STU0443,C034,S01,F044,2023-01-18,Completed,85.3,A+,4.0,100.0,Passed
E012121,STU0443,C006,S01,F017,2023-01-10,Completed,79.8,A,3.75,68.5,Passed
E012122,STU0443,C028,S01,F008,2023-01-18,Completed,74.6,A-,3.5,94.2,Passed
E012123,STU0443,C060,S04,F017,2024-01-14,Completed,67.9,B+,3.25,82.9,Passed
E012124,STU0443,C006,S04,F008,2024-01-10,Withdrawn,65.4,B+,3.25,100.0,Passed
E012125,STU0443,C034,S04,F044,2024-01-02,Enrolled,57.4,B-,2.75,92.7,Passed
E012126,STU0444,C061,S05,F006,2024-05-08,Enrolled,70.2,A-,3.5,93.5,Passed
E012127,STU0444,C022,S05,F003,2024-05-10,Enrolled,35.2,F,0.0,79.9,Failed
E012128,STU0444,C024,S05,F019,2024-05-05,Completed,71.8,A-,3.5,88.2,Passed
E012129,STU0444,C043,S05,F006,2024-05-16,Completed,70.0,B+,3.25,86.2,Passed
E012130,STU0444,C066,S05,F036,2024-05-04,Completed,78.2,A,3.75,85.2,Passed
E012131,STU0444,C054,S07,F047,2025-01-19,Completed,84.4,A+,4.0,100.0,Passed
E012132,STU0444,C022,S07,F019,2025-01-12,Completed,61.0,B,3.0,86.9,Passed
E012133,STU0444,C012,S07,F047,2025-01-08,Completed,73.1,A-,3.5,68.7,Passed
E012134,STU0444,C061,S07,F049,2025-01-10,Completed,89.6,A+,4.0,80.5,Passed
E012135,STU0444,C043,S07,F040,2025-01-17,Enrolled,75.0,A-,3.5,94.9,Passed
E012136,STU0444,C043,S04,F006,2024-01-14,Completed,56.1,B-,2.75,79.3,Passed
E012137,STU0444,C012,S04,F019,2024-01-06,Enrolled,66.4,B+,3.25,89.8,Passed
E012138,STU0444,C022,S04,F047,2024-01-10,Completed,46.6,C,2.25,97.4,Passed
E012139,STU0444,C022,S03,F047,2023-09-12,Completed,69.9,B+,3.25,66.8,Passed
E012140,STU0444,C043,S03,F007,2023-09-21,Completed,93.0,A+,4.0,86.8,Passed
E012141,STU0444,C066,S03,F036,2023-09-14,Completed,69.9,B+,3.25,81.6,Passed
E012142,STU0444,C012,S03,F006,2023-09-01,Withdrawn,46.6,C,2.25,80.0,Passed
E012143,STU0444,C066,S08,F007,2025-05-08,Completed,63.7,B,3.0,70.4,Passed
E012144,STU0444,C061,S08,F003,2025-05-19,Completed,80.1,A+,4.0,79.1,Passed
E012145,STU0444,C022,S08,F019,2025-05-20,Completed,60.1,B,3.0,58.4,Passed
E012146,STU0444,C012,S08,F019,2025-05-11,Completed,63.7,B,3.0,81.2,Passed
E012147,STU0444,C022,S11,F006,2026-05-05,Completed,78.5,A,3.75,87.2,Passed
E012148,STU0444,C012,S11,F006,2026-05-06,Completed,75.3,A,3.75,89.4,Passed
E012149,STU0444,C043,S11,F047,2026-05-12,Completed,66.6,B+,3.25,59.2,Passed
E012150,STU0444,C024,S11,F019,2026-05-20,Withdrawn,74.4,A-,3.5,92.8,Passed
