PaymentID,StudentID,SemesterID,TotalPayable,AmountPaid,OutstandingAmount,PaymentStatus,PaymentDate,PaymentMethod
P004419,STU0738,S10,52000,52000.0,0.0,Paid,2026-01-22,Card
P004420,STU0738,S06,60000,60000.0,0.0,Paid,2024-09-14,Bank
P004421,STU0738,S04,60000,60000.0,0.0,Paid,2024-02-08,Cash
P004422,STU0738,S03,60000,45000.0,15000.0,Partial,2023-09-18,Card
P004423,STU0738,S07,75000,75000.0,0.0,Paid,2025-01-25,Cash
P004424,STU0738,S09,75000,75000.0,0.0,Paid,2025-10-05,Bank
P004425,STU0739,S04,45000,33750.0,11250.0,Partial,2024-01-17,Mobile Banking
P004426,STU0739,S11,60000,30000.0,30000.0,Partial,2026-05-26,Card
P004427,STU0739,S09,45000,22500.0,22500.0,Partial,2025-10-06,Cash
P004428,STU0739,S05,52000,39000.0,13000.0,Partial,2024-06-27,Bank
P004429,STU0739,S07,60000,30000.0,30000.0,Partial,2025-01-30,Mobile Banking
P004430,STU0739,S10,68000,34000.0,34000.0,Partial,2026-01-28,Card
P004431,STU0739,S06,45000,0.0,45000.0,Unpaid,,Card
P004432,STU0739,S08,52000,52000.0,0.0,Paid,2025-06-20,Mobile Banking
P004433,STU0740,S04,60000,45000.0,15000.0,Partial,2024-02-28,Bank
P004434,STU0740,S11,45000,33750.0,11250.0,Partial,2026-05-05,Mobile Banking
P004435,STU0740,S09,52000,52000.0,0.0,Paid,2025-09-12,Bank
P004436,STU0740,S05,52000,0.0,52000.0,Unpaid,,Card
P004437,STU0740,S07,75000,0.0,75000.0,Unpaid,,Bank
P004438,STU0740,S10,68000,68000.0,0.0,Paid,2026-02-04,Cash
P004439,STU0741,S06,45000,45000.0,0.0,Paid,2024-10-16,Bank
P004440,STU0741,S04,45000,22500.0,22500.0,Partial,2024-02-05,Card
P004441,STU0741,S09,60000,30000.0,30000.0,Partial,2025-10-03,Mobile Banking
P004442,STU0741,S05,45000,22500.0,22500.0,Partial,2024-06-04,Bank
P004443,STU0742,S05,60000,60000.0,0.0,Paid,2024-05-28,Cash
P004444,STU0742,S04,68000,68000.0,0.0,Paid,2024-02-04,Cash
P004445,STU0742,S09,75000,75000.0,0.0,Paid,2025-10-23,Bank
P004446,STU0742,S11,45000,0.0,45000.0,Unpaid,,Card
P004447,STU0742,S08,60000,0.0,60000.0,Unpaid,,Bank
P004448,STU0742,S01,68000,0.0,68000.0,Unpaid,,Mobile Banking
P004449,STU0742,S06,60000,45000.0,15000.0,Partial,2024-10-16,Card
P004450,STU0743,S10,75000,56250.0,18750.0,Partial,2026-01-16,Cash
P004451,STU0743,S03,52000,52000.0,0.0,Paid,2023-10-22,Card
P004452,STU0743,S01,68000,34000.0,34000.0,Partial,2023-01-04,Cash
P004453,STU0743,S09,75000,75000.0,0.0,Paid,2025-10-31,Mobile Banking
P004454,STU0743,S02,68000,51000.0,17000.0,Partial,2023-05-10,Mobile Banking
P004455,STU0744,S11,75000,56250.0,18750.0,Partial,2026-05-09,Card
P004456,STU0744,S04,52000,26000.0,26000.0,Partial,2024-01-19,Cash
P004457,STU0744,S07,60000,60000.0,0.0,Paid,2025-02-19,Mobile Banking
P004458,STU0744,S06,68000,68000.0,0.0,Paid,2024-10-13,Bank
P004459,STU0744,S02,52000,39000.0,13000.0,Partial,2023-05-16,Cash
P004460,STU0744,S01,75000,56250.0,18750.0,Partial,2023-02-05,Bank
P004461,STU0744,S03,75000,0.0,75000.0,Unpaid,,Cash
P004462,STU0745,S08,52000,0.0,52000.0,Unpaid,,Card
P004463,STU0745,S03,52000,52000.0,0.0,Paid,2023-10-03,Mobile Banking
P004464,STU0745,S07,75000,75000.0,0.0,Paid,2025-02-19,Mobile Banking
P004465,STU0745,S10,68000,0.0,68000.0,Unpaid,,Bank
P004466,STU0745,S06,45000,45000.0,0.0,Paid,2024-09-23,Bank
P004467,STU0745,S01,60000,60000.0,0.0,Paid,2023-01-28,Card
P004468,STU0746,S11,75000,0.0,75000.0,Unpaid,,Cash
P004469,STU0746,S07,45000,22500.0,22500.0,Partial,2025-01-24,Mobile Banking
P004470,STU0746,S08,75000,75000.0,0.0,Paid,2025-06-08,Mobile Banking
P004471,STU0746,S09,68000,34000.0,34000.0,Partial,2025-09-24,Mobile Banking
P004472,STU0746,S02,60000,60000.0,0.0,Paid,2023-05-31,Card
P004473,STU0746,S10,68000,0.0,68000.0,Unpaid,,Bank
P004474,STU0746,S05,68000,68000.0,0.0,Paid,2024-05-16,Bank
P004475,STU0747,S08,68000,0.0,68000.0,Unpaid,,Card
P004476,STU0747,S07,68000,51000.0,17000.0,Partial,2025-02-13,Card
P004477,STU0747,S05,60000,60000.0,0.0,Paid,2024-06-17,Cash
P004478,STU0747,S02,60000,60000.0,0.0,Paid,2023-05-06,Bank
P004479,STU0747,S09,75000,56250.0,18750.0,Partial,2025-09-12,Cash
P004480,STU0747,S04,52000,26000.0,26000.0,Partial,2024-02-24,Bank
P004481,STU0748,S11,68000,68000.0,0.0,Paid,2026-05-07,Bank
P004482,STU0748,S06,60000,60000.0,0.0,Paid,2024-10-01,Card
P004483,STU0748,S04,60000,30000.0,30000.0,Partial,2024-02-16,Mobile Banking
P004484,STU0748,S09,75000,75000.0,0.0,Paid,2025-10-18,Card
P004485,STU0748,S05,52000,26000.0,26000.0,Partial,2024-06-19,Card
P004486,STU0748,S01,52000,52000.0,0.0,Paid,2023-01-28,Mobile Banking
P004487,STU0748,S07,52000,0.0,52000.0,Unpaid,,Cash
P004488,STU0748,S10,68000,34000.0,34000.0,Partial,2026-02-07,Cash
P004489,STU0749,S01,45000,0.0,45000.0,Unpaid,,Cash
P004490,STU0749,S04,52000,39000.0,13000.0,Partial,2024-02-11,Cash
P004491,STU0749,S05,75000,37500.0,37500.0,Partial,2024-06-16,Cash
P004492,STU0749,S06,75000,37500.0,37500.0,Partial,2024-10-21,Mobile Banking
P004493,STU0750,S06,52000,26000.0,26000.0,Partial,2024-10-25,Mobile Banking
P004494,STU0750,S10,52000,52000.0,0.0,Paid,2026-02-16,Card
P004495,STU0750,S11,45000,33750.0,11250.0,Partial,2026-06-23,Card
P004496,STU0750,S05,52000,39000.0,13000.0,Partial,2024-06-09,Card
P004497,STU0751,S07,60000,60000.0,0.0,Paid,2025-02-13,Cash
P004498,STU0751,S08,75000,75000.0,0.0,Paid,2025-05-03,Bank
P004499,STU0751,S02,68000,34000.0,34000.0,Partial,2023-05-21,Bank
P004500,STU0751,S05,45000,45000.0,0.0,Paid,2024-05-06,Mobile Banking
P004501,STU0751,S06,60000,60000.0,0.0,Paid,2024-09-28,Card
P004502,STU0752,S04,60000,60000.0,0.0,Paid,2024-01-30,Bank
P004503,STU0752,S08,52000,39000.0,13000.0,Partial,2025-06-05,Card
P004504,STU0752,S10,75000,37500.0,37500.0,Partial,2026-02-14,Card
P004505,STU0752,S01,68000,68000.0,0.0,Paid,2023-01-26,Cash
P004506,STU0752,S03,60000,60000.0,0.0,Paid,2023-09-16,Bank
P004507,STU0752,S11,68000,68000.0,0.0,Paid,2026-06-15,Bank
P004508,STU0752,S05,45000,45000.0,0.0,Paid,2024-06-02,Cash
P004509,STU0752,S02,60000,0.0,60000.0,Unpaid,,Cash
P004510,STU0753,S08,75000,75000.0,0.0,Paid,2025-06-22,Cash
P004511,STU0753,S11,75000,0.0,75000.0,Unpaid,,Cash
P004512,STU0753,S05,45000,0.0,45000.0,Unpaid,,Card
P004513,STU0753,S07,75000,56250.0,18750.0,Partial,2025-01-05,Mobile Banking
P004514,STU0754,S06,52000,52000.0,0.0,Paid,2024-10-15,Cash
P004515,STU0754,S10,68000,0.0,68000.0,Unpaid,,Bank
P004516,STU0754,S05,68000,68000.0,0.0,Paid,2024-06-02,Card
P004517,STU0754,S11,52000,26000.0,26000.0,Partial,2026-05-07,Cash
P004518,STU0754,S04,52000,52000.0,0.0,Paid,2024-02-11,Mobile Banking
P004519,STU0754,S02,68000,34000.0,34000.0,Partial,2023-06-13,Bank
P004520,STU0754,S08,52000,0.0,52000.0,Unpaid,,Mobile Banking
P004521,STU0754,S01,45000,45000.0,0.0,Paid,2023-02-24,Cash
P004522,STU0755,S07,75000,0.0,75000.0,Unpaid,,Mobile Banking
P004523,STU0755,S05,68000,68000.0,0.0,Paid,2024-05-19,Cash
P004524,STU0755,S11,68000,34000.0,34000.0,Partial,2026-05-01,Mobile Banking
P004525,STU0755,S09,68000,34000.0,34000.0,Partial,2025-09-28,Card
P004526,STU0755,S02,68000,51000.0,17000.0,Partial,2023-06-08,Mobile Banking
P004527,STU0756,S01,45000,33750.0,11250.0,Partial,2023-02-13,Bank
P004528,STU0756,S04,75000,75000.0,0.0,Paid,2024-01-03,Bank
P004529,STU0756,S11,52000,39000.0,13000.0,Partial,2026-06-03,Mobile Banking
P004530,STU0756,S09,45000,22500.0,22500.0,Partial,2025-09-14,Mobile Banking
P004531,STU0756,S05,60000,60000.0,0.0,Paid,2024-06-29,Card
P004532,STU0756,S08,68000,68000.0,0.0,Paid,2025-05-10,Mobile Banking
P004533,STU0756,S03,60000,45000.0,15000.0,Partial,2023-10-13,Bank
P004534,STU0757,S03,45000,45000.0,0.0,Paid,2023-09-14,Card
P004535,STU0757,S06,60000,30000.0,30000.0,Partial,2024-10-26,Bank
P004536,STU0757,S01,52000,39000.0,13000.0,Partial,2023-02-03,Bank
P004537,STU0757,S09,60000,45000.0,15000.0,Partial,2025-09-08,Cash
P004538,STU0757,S04,45000,45000.0,0.0,Paid,2024-01-14,Mobile Banking
P004539,STU0758,S06,52000,26000.0,26000.0,Partial,2024-10-08,Card
P004540,STU0758,S07,75000,56250.0,18750.0,Partial,2025-02-16,Card
P004541,STU0758,S10,75000,0.0,75000.0,Unpaid,,Bank
P004542,STU0758,S08,68000,51000.0,17000.0,Partial,2025-06-30,Bank
P004543,STU0759,S11,60000,30000.0,30000.0,Partial,2026-05-10,Mobile Banking
P004544,STU0759,S06,60000,60000.0,0.0,Paid,2024-09-24,Mobile Banking
P004545,STU0759,S08,75000,37500.0,37500.0,Partial,2025-05-04,Mobile Banking
P004546,STU0759,S01,45000,0.0,45000.0,Unpaid,,Card
P004547,STU0759,S02,75000,0.0,75000.0,Unpaid,,Mobile Banking
P004548,STU0759,S07,68000,68000.0,0.0,Paid,2025-02-09,Card
P004549,STU0760,S10,75000,75000.0,0.0,Paid,2026-02-24,Bank
P004550,STU0760,S07,45000,33750.0,11250.0,Partial,2025-01-30,Bank
P004551,STU0760,S05,68000,68000.0,0.0,Paid,2024-06-13,Mobile Banking
P004552,STU0760,S02,52000,39000.0,13000.0,Partial,2023-05-03,Mobile Banking
P004553,STU0760,S09,75000,56250.0,18750.0,Partial,2025-10-04,Mobile Banking
P004554,STU0761,S02,60000,45000.0,15000.0,Partial,2023-06-11,Mobile Banking
P004555,STU0761,S03,45000,45000.0,0.0,Paid,2023-09-16,Cash
P004556,STU0761,S01,60000,0.0,60000.0,Unpaid,,Card
P004557,STU0761,S06,45000,0.0,45000.0,Unpaid,,Card
P004558,STU0761,S04,60000,30000.0,30000.0,Partial,2024-01-25,Bank
P004559,STU0762,S11,68000,68000.0,0.0,Paid,2026-05-28,Cash
P004560,STU0762,S07,45000,33750.0,11250.0,Partial,2025-01-29,Card
P004561,STU0762,S05,68000,68000.0,0.0,Paid,2024-05-23,Mobile Banking
P004562,STU0762,S01,52000,26000.0,26000.0,Partial,2023-01-29,Cash
P004563,STU0762,S03,52000,26000.0,26000.0,Partial,2023-10-08,Cash
P004564,STU0763,S08,52000,0.0,52000.0,Unpaid,,Card
P004565,STU0763,S01,68000,68000.0,0.0,Paid,2023-02-18,Mobile Banking
P004566,STU0763,S07,52000,52000.0,0.0,Paid,2025-01-17,Bank
P004567,STU0763,S02,60000,60000.0,0.0,Paid,2023-05-10,Cash
P004568,STU0763,S04,52000,0.0,52000.0,Unpaid,,Cash
P004569,STU0763,S03,75000,75000.0,0.0,Paid,2023-10-12,Bank
P004570,STU0764,S02,52000,52000.0,0.0,Paid,2023-06-24,Bank
P004571,STU0764,S07,68000,0.0,68000.0,Unpaid,,Card
P004572,STU0764,S10,68000,0.0,68000.0,Unpaid,,Cash
P004573,STU0764,S01,75000,37500.0,37500.0,Partial,2023-01-10,Card
P004574,STU0764,S04,60000,60000.0,0.0,Paid,2024-01-14,Bank
P004575,STU0764,S08,60000,60000.0,0.0,Paid,2025-06-07,Mobile Banking
P004576,STU0764,S05,75000,37500.0,37500.0,Partial,2024-05-05,Card
P004577,STU0764,S11,60000,60000.0,0.0,Paid,2026-05-15,Card
P004578,STU0765,S01,75000,75000.0,0.0,Paid,2023-01-22,Cash
P004579,STU0765,S02,75000,75000.0,0.0,Paid,2023-06-14,Cash
P004580,STU0765,S11,75000,75000.0,0.0,Paid,2026-06-10,Mobile Banking
P004581,STU0765,S09,52000,52000.0,0.0,Paid,2025-09-24,Cash
P004582,STU0765,S08,45000,33750.0,11250.0,Partial,2025-06-05,Cash
P004583,STU0766,S11,68000,68000.0,0.0,Paid,2026-05-09,Bank
P004584,STU0766,S09,68000,68000.0,0.0,Paid,2025-10-04,Cash
P004585,STU0766,S02,75000,75000.0,0.0,Paid,2023-06-07,Card
P004586,STU0766,S10,45000,45000.0,0.0,Paid,2026-02-05,Mobile Banking
P004587,STU0766,S08,45000,45000.0,0.0,Paid,2025-06-09,Cash
P004588,STU0766,S03,52000,52000.0,0.0,Paid,2023-09-19,Mobile Banking
P004589,STU0766,S01,45000,45000.0,0.0,Paid,2023-01-15,Cash
P004590,STU0766,S07,45000,0.0,45000.0,Unpaid,,Bank
P004591,STU0767,S01,52000,0.0,52000.0,Unpaid,,Card
P004592,STU0767,S08,60000,30000.0,30000.0,Partial,2025-05-19,Bank
P004593,STU0767,S11,52000,52000.0,0.0,Paid,2026-05-13,Card
P004594,STU0767,S05,75000,75000.0,0.0,Paid,2024-05-03,Bank
P004595,STU0767,S06,60000,45000.0,15000.0,Partial,2024-10-13,Card
P004596,STU0767,S02,75000,75000.0,0.0,Paid,2023-05-20,Cash
P004597,STU0767,S09,45000,33750.0,11250.0,Partial,2025-09-03,Cash
P004598,STU0768,S01,60000,45000.0,15000.0,Partial,2023-02-14,Bank
P004599,STU0768,S09,52000,26000.0,26000.0,Partial,2025-09-17,Card
P004600,STU0768,S04,45000,33750.0,11250.0,Partial,2024-01-24,Card
P004601,STU0768,S07,52000,52000.0,0.0,Paid,2025-01-24,Card
P004602,STU0768,S10,60000,60000.0,0.0,Paid,2026-02-13,Bank
P004603,STU0768,S03,45000,45000.0,0.0,Paid,2023-10-08,Cash
P004604,STU0768,S05,52000,0.0,52000.0,Unpaid,,Card
P004605,STU0768,S08,75000,75000.0,0.0,Paid,2025-06-30,Cash
P004606,STU0769,S07,52000,39000.0,13000.0,Partial,2025-01-09,Bank
P004607,STU0769,S01,68000,0.0,68000.0,Unpaid,,Mobile Banking
P004608,STU0769,S04,60000,60000.0,0.0,Paid,2024-02-29,Bank
P004609,STU0769,S06,45000,45000.0,0.0,Paid,2024-10-29,Mobile Banking
P004610,STU0769,S09,75000,37500.0,37500.0,Partial,2025-10-18,Cash
P004611,STU0769,S02,68000,68000.0,0.0,Paid,2023-05-17,Card
P004612,STU0769,S08,52000,39000.0,13000.0,Partial,2025-06-20,Bank
P004613,STU0769,S05,75000,75000.0,0.0,Paid,2024-06-02,Cash
P004614,STU0770,S04,45000,0.0,45000.0,Unpaid,,Bank
P004615,STU0770,S05,45000,45000.0,0.0,Paid,2024-06-15,Cash
P004616,STU0770,S01,52000,26000.0,26000.0,Partial,2023-01-13,Card
P004617,STU0770,S10,75000,56250.0,18750.0,Partial,2026-01-15,Bank
P004618,STU0771,S10,68000,68000.0,0.0,Paid,2026-02-16,Bank
P004619,STU0771,S04,45000,45000.0,0.0,Paid,2024-01-09,Bank
P004620,STU0771,S07,60000,45000.0,15000.0,Partial,2025-01-07,Cash
P004621,STU0771,S05,60000,60000.0,0.0,Paid,2024-05-05,Cash
P004622,STU0771,S09,52000,39000.0,13000.0,Partial,2025-10-17,Cash
P004623,STU0772,S09,52000,26000.0,26000.0,Partial,2025-10-11,Mobile Banking
P004624,STU0772,S06,45000,22500.0,22500.0,Partial,2024-10-13,Bank
P004625,STU0772,S01,45000,22500.0,22500.0,Partial,2023-02-11,Mobile Banking
P004626,STU0772,S11,45000,45000.0,0.0,Paid,2026-05-14,Card
P004627,STU0772,S02,75000,75000.0,0.0,Paid,2023-06-04,Bank
P004628,STU0772,S07,60000,30000.0,30000.0,Partial,2025-02-18,Cash
P004629,STU0772,S10,75000,56250.0,18750.0,Partial,2026-02-03,Cash
P004630,STU0772,S04,75000,37500.0,37500.0,Partial,2024-02-11,Mobile Banking
P004631,STU0773,S07,68000,68000.0,0.0,Paid,2025-01-11,Card
P004632,STU0773,S06,52000,26000.0,26000.0,Partial,2024-10-25,Mobile Banking
P004633,STU0773,S09,52000,52000.0,0.0,Paid,2025-10-18,Card
P004634,STU0773,S05,75000,75000.0,0.0,Paid,2024-05-15,Cash
P004635,STU0773,S02,75000,0.0,75000.0,Unpaid,,Mobile Banking
P004636,STU0773,S11,60000,45000.0,15000.0,Partial,2026-06-28,Card
P004637,STU0773,S10,52000,52000.0,0.0,Paid,2026-01-06,Card
P004638,STU0773,S08,68000,51000.0,17000.0,Partial,2025-06-13,Card
P004639,STU0774,S09,75000,56250.0,18750.0,Partial,2025-09-28,Cash
P004640,STU0774,S02,68000,68000.0,0.0,Paid,2023-05-05,Card
P004641,STU0774,S07,75000,37500.0,37500.0,Partial,2025-01-15,Mobile Banking
P004642,STU0774,S03,68000,68000.0,0.0,Paid,2023-10-03,Cash
P004643,STU0774,S11,52000,52000.0,0.0,Paid,2026-05-07,Cash
P004644,STU0774,S06,60000,30000.0,30000.0,Partial,2024-09-25,Card
P004645,STU0774,S01,75000,0.0,75000.0,Unpaid,,Card
P004646,STU0775,S08,52000,39000.0,13000.0,Partial,2025-06-30,Cash
P004647,STU0775,S03,60000,45000.0,15000.0,Partial,2023-10-23,Card
P004648,STU0775,S01,60000,45000.0,15000.0,Partial,2023-01-28,Mobile Banking
P004649,STU0775,S06,68000,34000.0,34000.0,Partial,2024-10-02,Cash
P004650,STU0775,S05,60000,60000.0,0.0,Paid,2024-06-20,Bank
P004651,STU0776,S10,45000,45000.0,0.0,Paid,2026-01-22,Cash
P004652,STU0776,S08,45000,33750.0,11250.0,Partial,2025-06-17,Cash
P004653,STU0776,S07,45000,33750.0,11250.0,Partial,2025-02-10,Cash
P004654,STU0776,S06,52000,26000.0,26000.0,Partial,2024-10-18,Cash
P004655,STU0776,S09,68000,68000.0,0.0,Paid,2025-09-06,Bank
P004656,STU0776,S04,60000,45000.0,15000.0,Partial,2024-01-28,Bank
P004657,STU0776,S11,75000,37500.0,37500.0,Partial,2026-06-26,Card
P004658,STU0776,S01,45000,45000.0,0.0,Paid,2023-01-06,Cash
P004659,STU0777,S10,68000,51000.0,17000.0,Partial,2026-01-02,Mobile Banking
P004660,STU0777,S06,68000,0.0,68000.0,Unpaid,,Mobile Banking
P004661,STU0777,S04,52000,39000.0,13000.0,Partial,2024-01-28,Bank
P004662,STU0777,S03,75000,75000.0,0.0,Paid,2023-09-28,Mobile Banking
P004663,STU0777,S01,60000,0.0,60000.0,Unpaid,,Card
P004664,STU0778,S02,68000,0.0,68000.0,Unpaid,,Card
P004665,STU0778,S04,75000,56250.0,18750.0,Partial,2024-01-13,Bank
P004666,STU0778,S09,52000,52000.0,0.0,Paid,2025-10-12,Mobile Banking
P004667,STU0778,S07,75000,56250.0,18750.0,Partial,2025-02-27,Bank
P004668,STU0778,S06,52000,39000.0,13000.0,Partial,2024-09-13,Bank
P004669,STU0778,S11,60000,60000.0,0.0,Paid,2026-05-09,Mobile Banking
P004670,STU0779,S07,52000,39000.0,13000.0,Partial,2025-01-15,Card
P004671,STU0779,S04,68000,68000.0,0.0,Paid,2024-02-25,Card
P004672,STU0779,S05,45000,0.0,45000.0,Unpaid,,Mobile Banking
P004673,STU0779,S02,45000,45000.0,0.0,Paid,2023-05-05,Card
P004674,STU0779,S06,75000,75000.0,0.0,Paid,2024-09-12,Card
P004675,STU0779,S08,45000,45000.0,0.0,Paid,2025-06-12,Card
P004676,STU0779,S01,60000,45000.0,15000.0,Partial,2023-02-24,Cash
P004677,STU0780,S06,52000,52000.0,0.0,Paid,2024-10-03,Bank
P004678,STU0780,S10,45000,22500.0,22500.0,Partial,2026-01-13,Mobile Banking
P004679,STU0780,S03,52000,52000.0,0.0,Paid,2023-09-23,Mobile Banking
P004680,STU0780,S08,75000,75000.0,0.0,Paid,2025-05-26,Mobile Banking
P004681,STU0780,S11,68000,68000.0,0.0,Paid,2026-06-23,Bank
P004682,STU0780,S04,75000,37500.0,37500.0,Partial,2024-02-05,Mobile Banking
P004683,STU0780,S09,60000,60000.0,0.0,Paid,2025-10-26,Bank
P004684,STU0781,S09,75000,0.0,75000.0,Unpaid,,Mobile Banking
P004685,STU0781,S06,75000,0.0,75000.0,Unpaid,,Cash
P004686,STU0781,S05,75000,75000.0,0.0,Paid,2024-06-03,Card
P004687,STU0781,S08,60000,60000.0,0.0,Paid,2025-06-22,Mobile Banking
P004688,STU0781,S03,45000,45000.0,0.0,Paid,2023-09-03,Bank
P004689,STU0781,S04,75000,37500.0,37500.0,Partial,2024-03-01,Bank
P004690,STU0781,S10,52000,0.0,52000.0,Unpaid,,Cash
P004691,STU0781,S02,52000,0.0,52000.0,Unpaid,,Bank
P004692,STU0782,S03,68000,68000.0,0.0,Paid,2023-09-10,Bank
P004693,STU0782,S09,60000,60000.0,0.0,Paid,2025-10-19,Mobile Banking
P004694,STU0782,S07,52000,52000.0,0.0,Paid,2025-01-25,Cash
P004695,STU0782,S06,75000,37500.0,37500.0,Partial,2024-09-04,Card
P004696,STU0783,S05,68000,68000.0,0.0,Paid,2024-06-22,Bank
P004697,STU0783,S04,52000,26000.0,26000.0,Partial,2024-01-29,Bank
P004698,STU0783,S07,75000,56250.0,18750.0,Partial,2025-01-29,Bank
P004699,STU0783,S01,75000,75000.0,0.0,Paid,2023-03-01,Cash
P004700,STU0783,S11,52000,39000.0,13000.0,Partial,2026-05-27,Card
P004701,STU0783,S10,75000,75000.0,0.0,Paid,2026-02-01,Cash
P004702,STU0783,S08,60000,45000.0,15000.0,Partial,2025-06-28,Cash
P004703,STU0784,S11,45000,45000.0,0.0,Paid,2026-06-14,Cash
P004704,STU0784,S02,45000,33750.0,11250.0,Partial,2023-06-07,Mobile Banking
P004705,STU0784,S09,75000,75000.0,0.0,Paid,2025-10-09,Bank
P004706,STU0784,S05,68000,68000.0,0.0,Paid,2024-06-29,Mobile Banking
P004707,STU0784,S08,68000,68000.0,0.0,Paid,2025-06-18,Mobile Banking
P004708,STU0784,S06,52000,52000.0,0.0,Paid,2024-10-20,Mobile Banking
P004709,STU0784,S03,52000,52000.0,0.0,Paid,2023-09-08,Bank
P004710,STU0785,S07,52000,52000.0,0.0,Paid,2025-01-12,Cash
P004711,STU0785,S06,45000,0.0,45000.0,Unpaid,,Card
P004712,STU0785,S08,68000,68000.0,0.0,Paid,2025-06-18,Mobile Banking
P004713,STU0785,S04,60000,45000.0,15000.0,Partial,2024-01-21,Cash
P004714,STU0785,S01,52000,26000.0,26000.0,Partial,2023-03-01,Bank
P004715,STU0785,S02,60000,60000.0,0.0,Paid,2023-06-04,Mobile Banking
P004716,STU0785,S09,52000,26000.0,26000.0,Partial,2025-10-25,Bank
P004717,STU0785,S10,68000,0.0,68000.0,Unpaid,,Bank
P004718,STU0786,S08,45000,33750.0,11250.0,Partial,2025-05-20,Card
P004719,STU0786,S01,60000,60000.0,0.0,Paid,2023-02-28,Bank
P004720,STU0786,S07,68000,0.0,68000.0,Unpaid,,Mobile Banking
P004721,STU0786,S02,75000,75000.0,0.0,Paid,2023-06-21,Cash
P004722,STU0786,S10,75000,75000.0,0.0,Paid,2026-01-28,Mobile Banking
P004723,STU0786,S05,52000,0.0,52000.0,Unpaid,,Card
P004724,STU0786,S09,60000,60000.0,0.0,Paid,2025-09-19,Cash
P004725,STU0786,S11,60000,45000.0,15000.0,Partial,2026-06-07,Card
P004726,STU0787,S03,75000,0.0,75000.0,Unpaid,,Bank
P004727,STU0787,S11,75000,37500.0,37500.0,Partial,2026-06-24,Mobile Banking
P004728,STU0787,S10,52000,52000.0,0.0,Paid,2026-02-06,Bank
P004729,STU0787,S06,60000,60000.0,0.0,Paid,2024-10-30,Bank
P004730,STU0787,S09,68000,34000.0,34000.0,Partial,2025-09-10,Cash
P004731,STU0787,S08,68000,51000.0,17000.0,Partial,2025-06-15,Cash
P004732,STU0788,S01,60000,45000.0,15000.0,Partial,2023-01-19,Card
P004733,STU0788,S06,60000,60000.0,0.0,Paid,2024-09-15,Mobile Banking
P004734,STU0788,S08,68000,0.0,68000.0,Unpaid,,Bank
P004735,STU0788,S07,68000,68000.0,0.0,Paid,2025-02-02,Card
P004736,STU0788,S10,68000,34000.0,34000.0,Partial,2026-02-05,Mobile Banking
P004737,STU0788,S04,60000,45000.0,15000.0,Partial,2024-01-06,Cash
P004738,STU0788,S11,52000,26000.0,26000.0,Partial,2026-05-03,Cash
P004739,STU0788,S03,52000,0.0,52000.0,Unpaid,,Card
P004740,STU0789,S09,52000,0.0,52000.0,Unpaid,,Mobile Banking
P004741,STU0789,S07,45000,22500.0,22500.0,Partial,2025-03-01,Mobile Banking
P004742,STU0789,S02,52000,0.0,52000.0,Unpaid,,Bank
P004743,STU0789,S01,75000,0.0,75000.0,Unpaid,,Mobile Banking
P004744,STU0789,S03,45000,0.0,45000.0,Unpaid,,Cash
P004745,STU0789,S11,68000,68000.0,0.0,Paid,2026-06-10,Card
P004746,STU0789,S05,60000,30000.0,30000.0,Partial,2024-06-30,Bank
P004747,STU0790,S08,52000,52000.0,0.0,Paid,2025-06-29,Bank
P004748,STU0790,S09,68000,34000.0,34000.0,Partial,2025-10-21,Mobile Banking
P004749,STU0790,S01,60000,60000.0,0.0,Paid,2023-02-01,Bank
P004750,STU0790,S05,68000,34000.0,34000.0,Partial,2024-05-12,Cash
P004751,STU0791,S05,60000,30000.0,30000.0,Partial,2024-05-15,Card
P004752,STU0791,S10,45000,45000.0,0.0,Paid,2026-01-07,Card
P004753,STU0791,S04,75000,56250.0,18750.0,Partial,2024-01-24,Cash
P004754,STU0791,S01,45000,45000.0,0.0,Paid,2023-01-15,Bank
P004755,STU0791,S08,75000,0.0,75000.0,Unpaid,,Bank
P004756,STU0791,S07,75000,0.0,75000.0,Unpaid,,Mobile Banking
P004757,STU0792,S06,75000,56250.0,18750.0,Partial,2024-10-28,Cash
P004758,STU0792,S05,52000,26000.0,26000.0,Partial,2024-06-08,Mobile Banking
P004759,STU0792,S08,52000,0.0,52000.0,Unpaid,,Bank
P004760,STU0792,S07,52000,26000.0,26000.0,Partial,2025-02-04,Cash
P004761,STU0793,S06,60000,0.0,60000.0,Unpaid,,Cash
P004762,STU0793,S01,75000,0.0,75000.0,Unpaid,,Mobile Banking
P004763,STU0793,S04,75000,56250.0,18750.0,Partial,2024-02-12,Card
P004764,STU0793,S11,68000,68000.0,0.0,Paid,2026-05-05,Mobile Banking
P004765,STU0793,S10,75000,0.0,75000.0,Unpaid,,Card
P004766,STU0793,S02,68000,34000.0,34000.0,Partial,2023-05-30,Mobile Banking
P004767,STU0794,S10,52000,26000.0,26000.0,Partial,2026-01-04,Cash
P004768,STU0794,S01,52000,52000.0,0.0,Paid,2023-01-26,Cash
P004769,STU0794,S06,45000,45000.0,0.0,Paid,2024-10-31,Mobile Banking
P004770,STU0794,S02,45000,33750.0,11250.0,Partial,2023-05-28,Cash
P004771,STU0794,S11,68000,51000.0,17000.0,Partial,2026-05-10,Cash
